净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2023-08-31,0.5303,1.9600%,限制大额申购,开放赎回,
2023-08-30,0.5362,1.9600%,限制大额申购,开放赎回,
2023-08-29,0.5328,1.9580%,限制大额申购,开放赎回,
2023-08-28,0.5339,1.9580%,限制大额申购,开放赎回,
2023-08-27*,1.0594,1.9570%,限制大额申购,开放赎回,
2023-08-25,0.5295,1.9650%,限制大额申购,开放赎回,
2023-08-24,0.5308,1.9680%,限制大额申购,开放赎回,
2023-08-23,0.5316,1.9660%,限制大额申购,开放赎回,
2023-08-22,0.5331,1.9630%,限制大额申购,开放赎回,
2023-08-21,0.5335,1.9560%,限制大额申购,开放赎回,
2023-08-20*,1.0727,1.9520%,限制大额申购,开放赎回,
2023-08-18,0.5361,1.9440%,限制大额申购,开放赎回,
2023-08-17,0.5274,1.9410%,限制大额申购,开放赎回,
2023-08-16,0.525,1.9380%,限制大额申购,开放赎回,
2023-08-15,0.5207,1.9400%,限制大额申购,开放赎回,
2023-08-14,0.5249,1.9430%,限制大额申购,开放赎回,
2023-08-13*,1.0587,1.9480%,限制大额申购,开放赎回,
2023-08-11,0.5296,1.9550%,限制大额申购,开放赎回,
2023-08-10,0.5227,1.9580%,限制大额申购,开放赎回,
2023-08-09,0.5278,1.9680%,限制大额申购,开放赎回,
2023-08-08,0.5271,2.0080%,限制大额申购,开放赎回,
2023-08-07,0.535,2.0210%,限制大额申购,开放赎回,
2023-08-06*,1.0703,2.0300%,限制大额申购,开放赎回,
2023-08-04,0.5351,2.0510%,限制大额申购,开放赎回,
2023-08-03,0.5422,2.0610%,限制大额申购,开放赎回,
2023-08-02,0.6028,2.0680%,限制大额申购,开放赎回,
2023-08-01,0.5527,2.0380%,限制大额申购,开放赎回,
2023-07-31,0.5514,2.0340%,限制大额申购,开放赎回,
2023-07-30*,1.109,2.0290%,限制大额申购,开放赎回,
2023-07-28,0.5544,2.0200%,限制大额申购,开放赎回,
2023-07-27,0.555,2.0150%,限制大额申购,开放赎回,
2023-07-26,0.5463,2.0450%,限制大额申购,开放赎回,
2023-07-25,0.5453,2.0470%,限制大额申购,开放赎回,
2023-07-24,0.5415,2.0510%,限制大额申购,开放赎回,
2023-07-23*,1.0923,2.0580%,限制大额申购,开放赎回,
2023-07-21,0.546,2.0690%,限制大额申购,开放赎回,
2023-07-20,0.6108,2.0750%,限制大额申购,开放赎回,
2023-07-19,0.5511,2.0450%,限制大额申购,开放赎回,
2023-07-18,0.5513,2.0570%,限制大额申购,开放赎回,
2023-07-17,0.5553,2.0730%,限制大额申购,开放赎回,
2023-07-16*,1.1133,2.0880%,限制大额申购,开放赎回,
2023-07-14,0.5567,2.1220%,限制大额申购,开放赎回,
2023-07-13,0.555,2.1390%,限制大额申购,开放赎回,
2023-07-12,0.5731,2.1550%,限制大额申购,开放赎回,
2023-07-11,0.5807,2.1570%,限制大额申购,开放赎回,
2023-07-10,0.585,2.1550%,限制大额申购,开放赎回,
2023-07-09*,1.1765,2.1640%,限制大额申购,开放赎回,
2023-07-07,0.5883,2.1600%,限制大额申购,开放赎回,
2023-07-06,0.5854,2.2320%,限制大额申购,开放赎回,
2023-07-05,0.5776,2.2460%,限制大额申购,开放赎回,
2023-07-04,0.5763,2.2700%,限制大额申购,开放赎回,
2023-07-03,0.6022,2.2980%,限制大额申购,开放赎回,
2023-07-02*,1.1684,2.3130%,限制大额申购,开放赎回,
2023-06-30,0.7233,2.3290%,限制大额申购,开放赎回,
2023-06-29,0.6127,2.2620%,限制大额申购,开放赎回,
2023-06-28,0.6217,2.2550%,限制大额申购,开放赎回,
2023-06-27,0.6284,2.2460%,限制大额申购,开放赎回,
2023-06-26,0.6303,2.4330%,限制大额申购,开放赎回,
2023-06-25*,2.3962,2.3970%,限制大额申购,开放赎回,
2023-06-21,0.6058,2.3860%,限制大额申购,开放赎回,
2023-06-20,0.9776,2.3790%,限制大额申购,开放赎回,
2023-06-19,0.564,2.1640%,限制大额申购,开放赎回,
2023-06-18*,1.1418,2.1770%,限制大额申购,开放赎回,
2023-06-16,0.5706,2.2010%,限制大额申购,开放赎回,
2023-06-15,0.6618,2.2130%,限制大额申购,开放赎回,
2023-06-14,0.5934,2.1830%,限制大额申购,开放赎回,
2023-06-13,0.5751,2.1910%,限制大额申购,开放赎回,
2023-06-12,0.5878,2.2030%,限制大额申购,开放赎回,
2023-06-11*,1.1872,2.2120%,限制大额申购,开放赎回,
2023-06-09,0.5931,2.2220%,限制大额申购,开放赎回,
2023-06-08,0.6059,2.2270%,限制大额申购,开放赎回,
2023-06-07,0.6081,2.2210%,限制大额申购,开放赎回,
2023-06-06,0.5971,2.2140%,限制大额申购,开放赎回,
2023-06-05,0.6042,2.2170%,限制大额申购,开放赎回,
2023-06-04*,1.2062,2.2150%,限制大额申购,开放赎回,
2023-06-02,0.6031,2.2070%,限制大额申购,开放赎回,
2023-06-01,0.5947,2.2020%,限制大额申购,开放赎回,
2023-05-31,0.5953,2.1960%,限制大额申购,开放赎回,
2023-05-30,0.6011,2.1900%,限制大额申购,开放赎回,
2023-05-29,0.6007,2.2850%,限制大额申购,开放赎回,
2023-05-28*,1.1909,2.2740%,限制大额申购,开放赎回,
2023-05-26,0.5946,2.2570%,限制大额申购,开放赎回,
2023-05-25,0.5832,2.2490%,限制大额申购,开放赎回,
2023-05-24,0.585,2.2470%,限制大额申购,开放赎回,
2023-05-23,0.7794,2.2430%,限制大额申购,开放赎回,
2023-05-22,0.5785,2.1350%,限制大额申购,开放赎回,
2023-05-21*,1.1601,2.1380%,限制大额申购,开放赎回,
2023-05-19,0.5799,2.1400%,限制大额申购,开放赎回,
2023-05-18,0.5791,2.1410%,限制大额申购,开放赎回,
2023-05-17,0.577,2.1440%,限制大额申购,开放赎回,
2023-05-16,0.5771,2.3010%,限制大额申购,开放赎回,
2023-05-15,0.5839,2.3120%,限制大额申购,开放赎回,
2023-05-14*,1.1637,2.3240%,限制大额申购,开放赎回,
2023-05-12,0.5815,2.3470%,限制大额申购,开放赎回,
2023-05-11,0.5861,2.3590%,限制大额申购,开放赎回,
2023-05-10,0.8705,2.3700%,限制大额申购,开放赎回,
2023-05-09,0.5971,2.2270%,限制大额申购,开放赎回,
2023-05-08,0.6071,2.2300%,限制大额申购,开放赎回,
2023-05-07*,1.2069,2.2280%,限制大额申购,开放赎回,
2023-05-05,0.6035,2.2270%,限制大额申购,开放赎回,
2023-05-04,0.6066,2.2270%,限制大额申购,开放赎回,
2023-05-03*,3.0149,2.2610%,限制大额申购,开放赎回,
2023-04-28,0.6021,2.2310%,限制大额申购,开放赎回,
2023-04-27,0.6704,2.2520%,限制大额申购,开放赎回,
2023-04-26,0.6094,2.2080%,限制大额申购,开放赎回,
2023-04-25,0.6004,2.1950%,限制大额申购,开放赎回,
2023-04-24,0.5943,2.1890%,限制大额申购,开放赎回,
2023-04-23*,1.156,2.1870%,限制大额申购,开放赎回,
2023-04-21,0.6402,2.1980%,限制大额申购,开放赎回,
2023-04-20,0.588,2.1760%,限制大额申购,开放赎回,
2023-04-19,0.5857,2.1830%,限制大额申购,开放赎回,
2023-04-18,0.5883,2.1910%,限制大额申购,开放赎回,
2023-04-17,0.5908,2.2140%,限制大额申购,开放赎回,
2023-04-16*,1.1776,2.2180%,限制大额申购,开放赎回,
2023-04-14,0.599,2.2280%,限制大额申购,开放赎回,
2023-04-13,0.6,2.2280%,限制大额申购,开放赎回,
2023-04-12,0.6017,2.2260%,限制大额申购,开放赎回,
2023-04-11,0.6309,2.2230%,限制大额申购,开放赎回,
2023-04-10,0.5981,2.2060%,限制大额申购,开放赎回,
2023-04-09*,1.197,2.2110%,限制大额申购,开放赎回,
2023-04-07,0.598,2.1950%,限制大额申购,开放赎回,
2023-04-06,0.5959,2.1870%,限制大额申购,开放赎回,
2023-04-05,0.5976,2.2230%,限制大额申购,开放赎回,
2023-04-04,0.5986,2.2390%,限制大额申购,开放赎回,
2023-04-03,0.6072,2.2610%,限制大额申购,开放赎回,
2023-04-02*,1.1667,2.2700%,限制大额申购,开放赎回,
2023-03-31,0.5822,2.2890%,限制大额申购,开放赎回,
2023-03-30,0.6643,2.3190%,限制大额申购,开放赎回,
2023-03-29,0.6276,2.2820%,限制大额申购,开放赎回,
2023-03-28,0.6402,2.2640%,限制大额申购,开放赎回,
2023-03-27,0.6239,2.2360%,限制大额申购,开放赎回,
2023-03-26*,1.2029,2.2180%,限制大额申购,开放赎回,
2023-03-24,0.6375,2.2040%,限制大额申购,开放赎回,
2023-03-23,0.5963,2.1780%,限制大额申购,开放赎回,
2023-03-22,0.5927,2.1720%,限制大额申购,开放赎回,
2023-03-21,0.5887,2.1680%,限制大额申购,开放赎回,
2023-03-20,0.5885,2.1700%,限制大额申购,开放赎回,
2023-03-19*,1.1771,2.1730%,限制大额申购,开放赎回,
2023-03-17,0.5885,2.1760%,限制大额申购,开放赎回,
2023-03-16,0.5845,2.1780%,限制大额申购,开放赎回,
2023-03-15,0.587,2.1800%,限制大额申购,开放赎回,
2023-03-14,0.592,2.2090%,限制大额申购,开放赎回,
2023-03-13,0.5935,2.2090%,限制大额申购,开放赎回,
2023-03-12*,1.1836,2.2030%,限制大额申购,开放赎回,
2023-03-10,0.5915,2.1940%,限制大额申购,开放赎回,
2023-03-09,0.5882,2.1890%,限制大额申购,开放赎回,
2023-03-08,0.6423,2.1840%,限制大额申购,开放赎回,
2023-03-07,0.591,2.1540%,限制大额申购,开放赎回,
2023-03-06,0.5831,2.0980%,限制大额申购,开放赎回,
2023-03-05*,1.1658,2.1050%,限制大额申购,开放赎回,
2023-03-03,0.583,2.1250%,限制大额申购,开放赎回,
2023-03-02,0.5787,2.1340%,限制大额申购,开放赎回,
2023-03-01,0.5864,2.1440%,限制大额申购,开放赎回,
2023-02-28,0.4858,2.1410%,限制大额申购,开放赎回,
2023-02-27,0.596,2.1940%,限制大额申购,开放赎回,
2023-02-26*,1.202,2.1850%,限制大额申购,开放赎回,
2023-02-24,0.6008,2.1560%,限制大额申购,开放赎回,
2023-02-23,0.5983,2.1780%,限制大额申购,开放赎回,
2023-02-22,0.5794,2.1690%,限制大额申购,开放赎回,
2023-02-21,0.5853,2.1760%,限制大额申购,开放赎回,
2023-02-20,0.5799,2.1850%,限制大额申购,开放赎回,
2023-02-19*,1.147,2.1960%,限制大额申购,开放赎回,
2023-02-17,0.6416,2.2140%,限制大额申购,开放赎回,
2023-02-16,0.5821,2.1870%,限制大额申购,开放赎回,
2023-02-15,0.5921,2.1910%,限制大额申购,开放赎回,
2023-02-14,0.6021,2.1810%,限制大额申购,开放赎回,
2023-02-13,0.6011,2.1820%,限制大额申购,开放赎回,
2023-02-12*,1.1811,2.1720%,限制大额申购,开放赎回,
2023-02-10,0.591,2.1720%,限制大额申购,开放赎回,
2023-02-09,0.59,2.1720%,限制大额申购,开放赎回,
2023-02-08,0.5719,2.1700%,限制大额申购,开放赎回,
2023-02-07,0.6055,2.1740%,限制大额申购,开放赎回,
2023-02-06,0.5807,2.1580%,限制大额申购,开放赎回,
2023-02-05*,1.1818,2.1610%,限制大额申购,开放赎回,
2023-02-03,0.591,2.1510%,限制大额申购,开放赎回,
2023-02-02,0.5868,2.1460%,限制大额申购,开放赎回,
2023-02-01,0.5793,2.1430%,限制大额申购,开放赎回,
2023-01-31,0.576,2.1460%,限制大额申购,开放赎回,
2023-01-30,0.5859,2.1500%,限制大额申购,开放赎回,
2023-01-29*,5.2477,2.1500%,限制大额申购,开放赎回,
2023-01-20,0.6592,2.2080%,限制大额申购,开放赎回,
2023-01-19,0.5843,2.1610%,限制大额申购,开放赎回,
2023-01-18,0.6619,2.1530%,限制大额申购,开放赎回,
2023-01-17,0.5762,2.0920%,限制大额申购,开放赎回,
2023-01-16,0.5811,2.0670%,限制大额申购,开放赎回,
2023-01-15*,1.1258,2.0440%,限制大额申购,开放赎回,
2023-01-13,0.5718,2.0310%,限制大额申购,开放赎回,
2023-01-12,0.5693,2.0190%,限制大额申购,开放赎回,
2023-01-11,0.5464,2.0130%,限制大额申购,开放赎回,
2023-01-10,0.5286,2.0140%,限制大额申购,开放赎回,
2023-01-09,0.5394,2.0260%,限制大额申购,开放赎回,
2023-01-08*,1.1001,2.0450%,限制大额申购,开放赎回,
2023-01-06,0.5507,2.0700%,限制大额申购,开放赎回,
2023-01-05,0.5574,2.0820%,限制大额申购,开放赎回,
2023-01-04,0.5483,2.0940%,限制大额申购,开放赎回,
2023-01-03,0.5514,2.1180%,限制大额申购,开放赎回,
2023-01-02*,1.1478,2.1320%,限制大额申购,开放赎回,
2022-12-31,0.574,2.1270%,限制大额申购,开放赎回,
2022-12-30,0.5735,2.1220%,限制大额申购,开放赎回,
2022-12-29,0.5791,2.1180%,限制大额申购,开放赎回,
2022-12-28,0.5933,2.1080%,限制大额申购,开放赎回,
2022-12-27,0.5779,2.0900%,限制大额申购,开放赎回,
2022-12-26,0.5726,2.0840%,限制大额申购,开放赎回,
2022-12-25*,1.1307,2.0610%,限制大额申购,开放赎回,
2022-12-23,0.5652,2.0230%,限制大额申购,开放赎回,
2022-12-22,0.5616,2.0040%,限制大额申购,开放赎回,
2022-12-21,0.5591,1.9880%,限制大额申购,开放赎回,
2022-12-20,0.5666,2.0150%,限制大额申购,开放赎回,
2022-12-19,0.5288,1.9890%,限制大额申购,开放赎回,
2022-12-18*,1.0595,2.0010%,限制大额申购,开放赎回,
2022-12-16,0.5297,1.9900%,限制大额申购,开放赎回,
2022-12-15,0.532,2.0080%,限制大额申购,开放赎回,
2022-12-14,0.6085,2.0040%,限制大额申购,开放赎回,
2022-12-13,0.5188,1.9610%,限制大额申购,开放赎回,
2022-12-12,0.5509,1.9860%,限制大额申购,开放赎回,
2022-12-11*,1.0397,1.9750%,限制大额申购,开放赎回,
2022-12-09,0.5623,1.9810%,限制大额申购,开放赎回,
2022-12-08,0.5255,1.9610%,限制大额申购,开放赎回,
2022-12-07,0.5271,1.9630%,限制大额申购,开放赎回,
2022-12-06,0.566,1.9630%,限制大额申购,开放赎回,
2022-12-05,0.5308,1.9380%,限制大额申购,开放赎回,
2022-12-04*,1.0499,1.9350%,限制大额申购,开放赎回,
2022-12-02,0.5255,1.9260%,限制大额申购,开放赎回,
2022-12-01,0.5293,1.9220%,限制大额申购,开放赎回,
2022-11-30,0.5263,1.9170%,限制大额申购,开放赎回,
2022-11-29,0.5192,1.9270%,限制大额申购,开放赎回,
2022-11-28,0.5247,1.9290%,限制大额申购,开放赎回,
2022-11-27*,1.0336,1.9720%,限制大额申购,开放赎回,
2022-11-25,0.5181,1.9760%,限制大额申购,开放赎回,
2022-11-24,0.5196,1.9770%,限制大额申购,开放赎回,
2022-11-23,0.5456,1.9150%,限制大额申购,开放赎回,
2022-11-22,0.5225,1.8980%,限制大额申购,开放赎回,
2022-11-21,0.6067,1.8910%,限制大额申购,开放赎回,
2022-11-20*,1.0406,1.8400%,限制大额申购,开放赎回,
2022-11-18,0.52,1.8300%,限制大额申购,开放赎回,
2022-11-17,0.4024,1.8260%,限制大额申购,开放赎回,
2022-11-16,0.5131,1.8910%,限制大额申购,开放赎回,
2022-11-15,0.51,1.8900%,限制大额申购,开放赎回,
2022-11-14,0.5112,1.8880%,限制大额申购,开放赎回,
2022-11-13*,1.022,1.8910%,限制大额申购,开放赎回,
2022-11-11,0.511,1.8980%,限制大额申购,开放赎回,
2022-11-10,0.5249,1.9010%,限制大额申购,开放赎回,
2022-11-09,0.5109,1.9000%,限制大额申购,开放赎回,
2022-11-08,0.5076,1.9050%,限制大额申购,开放赎回,
2022-11-07,0.5158,1.9140%,限制大额申购,开放赎回,
2022-11-06*,1.0355,1.9250%,限制大额申购,开放赎回,
2022-11-04,0.5177,1.9470%,限制大额申购,开放赎回,
2022-11-03,0.5216,1.9580%,限制大额申购,开放赎回,
2022-11-02,0.5202,1.9650%,限制大额申购,开放赎回,
2022-11-01,0.5246,2.3130%,限制大额申购,开放赎回,
2022-10-31,0.537,2.3200%,限制大额申购,开放赎回,
2022-10-30*,1.0766,2.3070%,限制大额申购,开放赎回,
2022-10-28,0.5383,2.2780%,限制大额申购,开放赎回,
2022-10-27,0.5345,2.2750%,限制大额申购,开放赎回,
2022-10-26,1.1737,2.2970%,限制大额申购,开放赎回,
2022-10-25,0.539,1.9500%,限制大额申购,开放赎回,
2022-10-24,0.5121,1.9370%,限制大额申购,开放赎回,
2022-10-23*,1.0225,1.9460%,限制大额申购,开放赎回,
2022-10-21,0.5322,1.9490%,限制大额申购,开放赎回,
2022-10-20,0.576,1.9390%,限制大额申购,开放赎回,
2022-10-19,0.5221,1.9070%,限制大额申购,开放赎回,
2022-10-18,0.5141,1.9110%,限制大额申购,开放赎回,
2022-10-17,0.5297,1.9180%,限制大额申购,开放赎回,
2022-10-16*,1.0275,1.9140%,限制大额申购,开放赎回,
2022-10-14,0.5142,1.9090%,限制大额申购,开放赎回,
2022-10-13,0.5147,1.9070%,限制大额申购,开放赎回,
2022-10-12,0.5312,1.9050%,限制大额申购,开放赎回,
2022-10-11,0.5257,1.8940%,限制大额申购,开放赎回,
2022-10-10,0.5233,1.8860%,限制大额申购,开放赎回,
2022-10-09*,4.5904,1.8790%,限制大额申购,开放赎回,
2022-09-30,0.5093,1.9480%,限制大额申购,开放赎回,
2022-09-29,0.5348,2.0540%,限制大额申购,开放赎回,
2022-09-28,0.5323,2.0540%,限制大额申购,开放赎回,
2022-09-27,0.5305,2.0540%,限制大额申购,开放赎回,
2022-09-26,0.5293,2.0530%,限制大额申购,开放赎回,
2022-09-25*,1.0642,2.0530%,限制大额申购,开放赎回,
2022-09-23,0.7076,2.0510%,限制大额申购,开放赎回,
2022-09-22,0.5349,1.9570%,限制大额申购,开放赎回,
2022-09-21,0.5326,1.9580%,限制大额申购,开放赎回,
2022-09-20,0.5295,1.9600%,限制大额申购,开放赎回,
2022-09-19,0.5295,1.9650%,限制大额申购,开放赎回,
2022-09-18*,1.06,1.9710%,限制大额申购,开放赎回,
2022-09-16,0.5298,1.9830%,限制大额申购,开放赎回,
2022-09-15,0.5371,1.9890%,限制大额申购,开放赎回,
2022-09-14,0.5374,1.9920%,限制大额申购,开放赎回,
2022-09-13,0.5374,2.0020%,限制大额申购,开放赎回,
2022-09-12*,1.6242,2.0030%,限制大额申购,开放赎回,
2022-09-09,0.5413,1.9990%,限制大额申购,开放赎回,
2022-09-08,0.5429,1.9960%,限制大额申购,开放赎回,
2022-09-07,0.5565,1.9930%,限制大额申购,开放赎回,
2022-09-06,0.5388,1.9810%,限制大额申购,开放赎回,
2022-09-05,0.5412,1.9820%,限制大额申购,开放赎回,
2022-09-04*,1.0744,1.9800%,限制大额申购,开放赎回,
2022-09-02,0.5372,1.9720%,限制大额申购,开放赎回,
2022-09-01,0.5371,1.9680%,限制大额申购,开放赎回,
2022-08-31,0.5337,1.9660%,限制大额申购,开放赎回,
2022-08-30,0.5402,1.9630%,限制大额申购,开放赎回,
2022-08-29,0.538,1.9580%,限制大额申购,开放赎回,
2022-08-28*,1.0593,1.9540%,限制大额申购,开放赎回,
2022-08-26,0.5297,1.9530%,限制大额申购,开放赎回,
2022-08-25,0.5327,1.9520%,限制大额申购,开放赎回,
2022-08-24,0.5286,1.9520%,限制大额申购,开放赎回,
2022-08-23,0.5312,1.9520%,限制大额申购,开放赎回,
2022-08-22,0.53,1.9490%,限制大额申购,开放赎回,
2022-08-21*,1.0566,1.9460%,限制大额申购,开放赎回,
2022-08-19,0.5283,1.9510%,限制大额申购,开放赎回,
2022-08-18,0.5326,2.0130%,限制大额申购,开放赎回,
2022-08-17,0.5286,2.0930%,限制大额申购,开放赎回,
2022-08-16,0.5265,2.1270%,限制大额申购,开放赎回,
2022-08-15,0.5246,2.1350%,限制大额申购,开放赎回,
2022-08-14*,1.0657,2.1440%,限制大额申购,开放赎回,
2022-08-12,0.6435,2.1660%,限制大额申购,开放赎回,
2022-08-11,0.6829,2.1180%,限制大额申购,开放赎回,
2022-08-10,0.5941,2.0530%,限制大额申购,开放赎回,
2022-08-09,0.5407,2.0330%,限制大额申购,开放赎回,
2022-08-08,0.541,2.0410%,限制大额申购,开放赎回,
2022-08-07*,1.1077,2.0490%,限制大额申购,开放赎回,
2022-08-05,0.5536,2.0490%,限制大额申购,开放赎回,
2022-08-04,0.5596,2.0500%,限制大额申购,开放赎回,
2022-08-03,0.5568,2.0490%,限制大额申购,开放赎回,
2022-08-02,0.5569,2.0590%,限制大额申购,开放赎回,
2022-08-01,0.5549,2.0640%,限制大额申购,开放赎回,
2022-07-31*,1.1087,2.0690%,限制大额申购,开放赎回,
2022-07-29,0.5542,2.0740%,限制大额申购,开放赎回,
2022-07-28,0.559,2.0790%,限制大额申购,开放赎回,
2022-07-27,0.5754,2.0800%,限制大额申购,开放赎回,
2022-07-26,0.5661,2.0700%,限制大额申购,开放赎回,
2022-07-25,0.565,2.0690%,限制大额申购,开放赎回,
2022-07-24*,1.1173,2.0680%,限制大额申购,开放赎回,
2022-07-22,0.5642,2.0730%,限制大额申购,开放赎回,
2022-07-21,0.5595,2.0720%,限制大额申购,开放赎回,
2022-07-20,0.5583,2.0910%,限制大额申购,开放赎回,
2022-07-19,0.5634,2.0940%,限制大额申购,开放赎回,
2022-07-18,0.5626,2.0930%,限制大额申购,开放赎回,
2022-07-17*,1.1266,2.0940%,限制大额申购,开放赎回,
2022-07-15,0.563,2.1030%,限制大额申购,开放赎回,
2022-07-14,0.5958,2.1080%,限制大额申购,开放赎回,
2022-07-13,0.5625,2.1000%,限制大额申购,开放赎回,
2022-07-12,0.5627,2.1110%,限制大额申购,开放赎回,
2022-07-11,0.5639,2.1140%,限制大额申购,开放赎回,
2022-07-10*,1.1432,2.1130%,限制大额申购,开放赎回,
2022-07-08,0.5726,2.1170%,限制大额申购,开放赎回,
2022-07-07,0.5809,2.1680%,限制大额申购,开放赎回,
2022-07-06,0.5834,2.1560%,限制大额申购,开放赎回,
2022-07-05,0.569,2.1520%,限制大额申购,开放赎回,
2022-07-04,0.5614,2.1690%,限制大额申购,开放赎回,
2022-07-03*,1.1497,2.1880%,限制大额申购,开放赎回,
2022-07-01,0.6696,2.1880%,限制大额申购,开放赎回,
2022-06-30,0.5578,2.1370%,限制大额申购,开放赎回,
2022-06-29,0.5758,2.1390%,限制大额申购,开放赎回,
2022-06-28,0.6004,2.1280%,限制大额申购,开放赎回,
2022-06-27,0.5974,2.1030%,限制大额申购,开放赎回,
2022-06-26*,1.1496,2.0810%,限制大额申购,开放赎回,
2022-06-24,0.5743,2.0630%,限制大额申购,开放赎回,
2022-06-23,0.5617,2.0550%,限制大额申购,开放赎回,
2022-06-22,0.5542,2.0530%,限制大额申购,开放赎回,
2022-06-21,0.5535,2.0580%,限制大额申购,开放赎回,
2022-06-20,0.5574,2.0610%,限制大额申购,开放赎回,
2022-06-19*,1.1159,2.0640%,限制大额申购,开放赎回,
2022-06-17,0.5591,2.0530%,限制大额申购,开放赎回,
2022-06-16,0.5571,2.0860%,限制大额申购,开放赎回,
2022-06-15,0.5632,2.1000%,限制大额申购,开放赎回,
2022-06-14,0.5605,2.1530%,限制大额申购,开放赎回,
2022-06-13,0.563,2.2860%,限制大额申购,开放赎回,
2022-06-12*,1.094,2.2840%,限制大额申购,开放赎回,
2022-06-10,0.6218,2.3010%,限制大额申购,开放赎回,
2022-06-09,0.584,2.2700%,限制大额申购,开放赎回,
2022-06-08,0.6618,2.2590%,限制大额申购,开放赎回,
2022-06-07,0.8106,2.2100%,限制大额申购,开放赎回,
2022-06-06,0.5591,2.0830%,限制大额申购,开放赎回,
2022-06-05*,1.6898,2.0890%,限制大额申购,开放赎回,
2022-06-02,0.5633,2.1340%,限制大额申购,开放赎回,
2022-06-01,0.5703,2.1380%,限制大额申购,开放赎回,
2022-05-31,0.5706,2.1360%,限制大额申购,开放赎回,
2022-05-30,0.5709,2.1340%,限制大额申购,开放赎回,
2022-05-29*,1.1282,2.1380%,限制大额申购,开放赎回,
2022-05-27,0.6472,2.1610%,限制大额申购,开放赎回,
2022-05-26,0.5692,2.3460%,限制大额申购,开放赎回,
2022-05-25,0.5675,2.3630%,限制大额申购,开放赎回,
2022-05-24,0.5666,2.3810%,限制大额申购,开放赎回,
2022-05-23,0.5791,2.4020%,限制大额申购,开放赎回,
2022-05-22*,1.171,2.4160%,限制大额申购,开放赎回,
2022-05-20,0.994,2.4370%,限制大额申购,开放赎回,
2022-05-19,0.6001,2.2300%,限制大额申购,开放赎回,
2022-05-18,0.6027,2.2350%,限制大额申购,开放赎回,
2022-05-17,0.6049,2.2400%,限制大额申购,开放赎回,
2022-05-16,0.6066,2.2460%,限制大额申购,开放赎回,
2022-05-15*,1.2099,2.2460%,限制大额申购,开放赎回,
2022-05-13,0.6054,2.2360%,限制大额申购,开放赎回,
2022-05-12,0.6088,2.2300%,限制大额申购,开放赎回,
2022-05-11,0.6137,2.2260%,限制大额申购,开放赎回,
2022-05-10,0.6157,2.2200%,限制大额申购,开放赎回,
2022-05-09,0.6071,2.2120%,限制大额申购,开放赎回,
2022-05-08*,1.1899,2.2090%,限制大额申购,开放赎回,
2022-05-06,0.5953,2.2160%,限制大额申购,开放赎回,
2022-05-05,0.6012,2.3130%,限制大额申购,开放赎回,
2022-05-04*,3.0066,2.3190%,限制大额申购,开放赎回,
2022-04-29,0.7786,2.3400%,限制大额申购,开放赎回,
2022-04-28,0.6124,2.2470%,限制大额申购,开放赎回,
2022-04-27,0.6121,2.2510%,限制大额申购,开放赎回,
2022-04-26,0.6157,2.2830%,限制大额申购,开放赎回,
2022-04-25,0.608,2.2810%,限制大额申购,开放赎回,
2022-04-24*,1.2088,2.2940%,限制大额申购,开放赎回,
2022-04-22,0.6045,2.3230%,限制大额申购,开放赎回,
2022-04-21,0.6195,2.3380%,限制大额申购,开放赎回,
2022-04-20,0.6724,2.3440%,限制大额申购,开放赎回,
2022-04-19,0.612,2.3240%,限制大额申购,开放赎回,
2022-04-18,0.6328,2.3620%,限制大额申购,开放赎回,
2022-04-17*,1.2635,2.3690%,限制大额申购,开放赎回,
2022-04-15,0.6312,2.3820%,限制大额申购,开放赎回,
2022-04-14,0.6321,2.3890%,限制大额申购,开放赎回,
2022-04-13,0.6343,2.3940%,限制大额申购,开放赎回,
2022-04-12,0.6834,2.4070%,限制大额申购,开放赎回,
2022-04-11,0.6453,2.3980%,限制大额申购,开放赎回,
2022-04-10*,1.2889,2.4090%,限制大额申购,开放赎回,
2022-04-08,0.6447,2.4320%,限制大额申购,开放赎回,
2022-04-07,0.641,2.4460%,限制大额申购,开放赎回,
2022-04-06,0.6584,2.4670%,限制大额申购,开放赎回,
2022-04-05*,2.6636,2.4650%,限制大额申购,开放赎回,
2022-04-01,0.6716,2.4640%,限制大额申购,开放赎回,
2022-03-31,0.6795,2.5210%,限制大额申购,开放赎回,
2022-03-30,0.6554,2.5080%,限制大额申购,开放赎回,
2022-03-29,0.674,2.5170%,限制大额申购,开放赎回,
2022-03-28,0.6657,2.5010%,限制大额申购,开放赎回,
2022-03-27*,1.322,2.4880%,限制大额申购,开放赎回,
2022-03-25,0.7777,2.4550%,限制大额申购,开放赎回,
2022-03-24,0.6568,2.3760%,限制大额申购,开放赎回,
2022-03-23,0.6721,2.3630%,限制大额申购,开放赎回,
2022-03-22,0.6429,2.3450%,限制大额申购,开放赎回,
2022-03-21,0.642,2.3830%,限制大额申购,开放赎回,
2022-03-20*,1.2595,2.3850%,限制大额申购,开放赎回,
2022-03-18,0.6308,2.3990%,限制大额申购,开放赎回,
2022-03-17,0.6326,2.4050%,限制大额申购,开放赎回,
2022-03-16,0.6374,2.4090%,限制大额申购,开放赎回,
2022-03-15,0.7142,2.4100%,限制大额申购,开放赎回,
