净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,high,low,previous_close,tr,atr,up_move,down_move,+dm,-dm,+di,-di,dx,adx,moving_average,deviation,recent_high,recent_low,historical_high,historical_low
2019-11-14,0.561,0.561,0.18%,开放申购,开放赎回,,0.561,0.56,0.56,0.0010000000000000009,0.0013571428571428426,0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009,0.0,65.41837609197856,47.64865248039248,15.716096757784854,20.675904635961015,0.55905,0.0034880601019586926,0.565,0.555,1.095,0.384
2019-11-15,0.56,0.56,-0.18%,开放申购,开放赎回,,0.561,0.56,0.561,0.0010000000000000009,0.0013571428571428426,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,60.74563494255152,49.50833519795849,10.192195102155484,19.92706824068919,0.5593,0.0012515644555695224,0.565,0.555,1.095,0.384
2019-11-18,0.559,0.559,-0.18%,开放申购,开放赎回,,0.56,0.559,0.56,0.0010000000000000009,0.0013571428571428426,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,56.40666101808356,51.23518343569835,4.8043375776654225,18.84687319333035,0.5594500000000001,-0.0008043614264010392,0.565,0.555,1.095,0.384
2019-11-19,0.561,0.561,0.36%,开放申购,开放赎回,,0.561,0.559,0.559,0.0020000000000000018,0.0014999999999999855,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,56.913079154648486,43.044524859243126,13.874436499576337,18.49169914377649,0.5597000000000001,0.0023226728604609035,0.565,0.555,1.095,0.384
2019-11-20,0.56,0.56,-0.18%,开放申购,开放赎回,,0.561,0.56,0.561,0.0010000000000000009,0.001428571428571414,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,55.490252175782295,46.968411737762125,8.317344880869204,17.764959553568826,0.5599500000000001,8.929368693632376e-05,0.565,0.556,1.095,0.384
2019-11-21,0.559,0.559,-0.18%,开放申购,开放赎回,,0.56,0.559,0.56,0.0010000000000000009,0.0013571428571428426,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,54.23859235226844,51.17213177375254,2.909059399734202,16.703823828294922,0.5601,-0.0019639350116050524,0.565,0.556,1.095,0.384
2019-11-22,0.557,0.557,-0.36%,开放申购,开放赎回,,0.559,0.557,0.559,0.0020000000000000018,0.0013571428571428426,-0.0020000000000000018,0.0020000000000000018,0.0,0.0020000000000000018,50.36440718424927,58.04329529367259,7.083341804967399,16.016646540914387,0.56005,-0.005445942326577979,0.565,0.556,1.095,0.384
2019-11-25,0.556,0.556,-0.18%,开放申购,开放赎回,,0.557,0.556,0.557,0.0010000000000000009,0.001142857142857136,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,55.5357525647746,70.25309793543335,11.700039639550104,15.708317476531224,0.5599000000000001,-0.0069655295588498195,0.565,0.556,1.095,0.384
2019-11-26,0.556,0.556,0.00%,开放申购,开放赎回,,0.556,0.556,0.556,0.0,0.0010714285714285645,0.0,0.0,0.0,0.0,55.006840635586286,69.58402081223878,11.700039639550111,15.42201191674686,0.5598000000000001,-0.006788138620936093,0.565,0.556,1.095,0.384
2019-11-27,0.557,0.557,0.18%,开放申购,开放赎回,,0.557,0.556,0.556,0.0010000000000000009,0.0010714285714285645,0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009,0.0,57.744447256853974,64.61373361136458,5.614080158570617,14.721445362591414,0.5597500000000001,-0.004912907548012559,0.565,0.556,1.095,0.384
2019-11-28,0.557,0.557,0.00%,开放申购,开放赎回,,0.557,0.557,0.557,0.0,0.0009285714285714294,0.0,0.0,0.0,0.0,61.86905063234308,69.22900029789012,5.614080158570631,14.070919276589928,0.5598000000000001,-0.005001786352268711,0.565,0.556,1.095,0.384
2019-11-29,0.557,0.557,0.00%,开放申购,开放赎回,,0.557,0.557,0.557,0.0,0.0007857142857142864,0.0,0.0,0.0,0.0,67.8952568627661,75.97208474248981,5.614080158570635,13.466859339588549,0.55975,-0.004912907548012361,0.565,0.556,1.095,0.384
2019-12-02,0.559,0.559,0.36%,开放申购,开放赎回,,0.559,0.557,0.557,0.0020000000000000018,0.0009285714285714294,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,68.73088863393161,59.69235229767057,7.038084594886483,13.007661143538401,0.5597000000000001,-0.001250670001786732,0.565,0.556,1.095,0.384
2019-12-03,0.559,0.559,0.00%,开放申购,开放赎回,,0.559,0.559,0.559,0.0,0.0009285714285714294,0.0,0.0,0.0,0.0,63.82153944579364,55.428612847836945,7.0380845948864925,12.581262818634693,0.55945,-0.0008043614264008409,0.565,0.556,1.095,0.384
2019-12-04,0.558,0.558,-0.18%,开放申购,开放赎回,,0.559,0.558,0.559,0.0010000000000000009,0.0009285714285714294,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,59.262858056808376,59.161733908156286,0.08539117338230498,11.688700558259523,0.5591,-0.0019674476837774815,0.564,0.556,1.095,0.384
2019-12-05,0.562,0.562,0.72%,开放申购,开放赎回,,0.562,0.558,0.558,0.0040000000000000036,0.0011428571428571438,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,69.71170987321706,44.63541531463577,21.929973768369962,12.420220073267412,0.559,0.005366726296958859,0.562,0.556,1.095,0.384
2019-12-06,0.565,0.565,0.53%,开放申购,开放赎回,,0.565,0.562,0.562,0.0029999999999998916,0.001285714285714279,0.0029999999999998916,-0.0029999999999998916,0.0029999999999998916,0.0,74.2064906890044,36.84193010096944,33.64708865036689,13.936424971631661,0.55915,0.010462308861664868,0.565,0.556,1.095,0.384
2019-12-09,0.565,0.565,0.00%,开放申购,开放赎回,,0.565,0.565,0.565,0.0,0.001142857142857136,0.0,0.0,0.0,0.0,77.51928045190644,38.486659123334164,33.64708865036691,15.34432952011275,0.5594,0.010010725777618768,0.565,0.556,1.095,0.384
2019-12-10,0.569,0.569,0.71%,开放申购,开放赎回,,0.569,0.565,0.565,0.0040000000000000036,0.0013571428571428504,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,81.66921178194193,30.094831194186085,46.145772123483184,17.544432563210638,0.5598500000000001,0.016343663481289416,0.569,0.556,1.095,0.384
2019-12-11,0.568,0.568,-0.18%,开放申购,开放赎回,,0.569,0.568,0.569,0.0010000000000000009,0.0013571428571428504,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,75.83569665466035,33.208358289338236,39.091849974961136,19.083533806907102,0.56025,0.01383311021865225,0.569,0.556,1.095,0.384
2019-12-12,0.568,0.568,0.00%,开放申购,开放赎回,,0.568,0.568,0.568,0.0,0.0012142857142857075,0.0,0.0,0.0,0.0,78.70343308277782,34.4641365439771,39.091849974961136,20.512699247482388,0.5606,0.013200142704245384,0.569,0.556,1.095,0.384
2019-12-13,0.573,0.573,0.88%,开放申购,开放赎回,,0.573,0.568,0.568,0.0050000000000000044,0.0014999999999999933,0.0050000000000000044,-0.0050000000000000044,0.0050000000000000044,0.0,82.97094799759834,25.9067148850984,52.41133176598412,22.79117299880394,0.56125,0.020935412026725927,0.573,0.556,1.095,0.384
2019-12-16,0.581,0.581,1.40%,开放申购,开放赎回,,0.581,0.573,0.573,0.008000000000000007,0.002071428571428565,0.008000000000000007,-0.008000000000000007,0.008000000000000007,0.0,83.37701675700582,17.420032422738554,65.43543176214489,25.837191481899726,0.56235,0.03316439939539423,0.581,0.556,1.095,0.384
2019-12-17,0.585,0.585,0.69%,开放申购,开放赎回,,0.585,0.581,0.581,0.0040000000000000036,0.00228571428571428,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,82.66324847631964,14.65926835574204,69.8748679485183,28.98273980094391,0.56355,0.038062283737024166,0.585,0.556,1.095,0.384
2019-12-18,0.584,0.584,-0.17%,开放申购,开放赎回,,0.585,0.584,0.585,0.0010000000000000009,0.0023571428571428515,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,74.43270858473802,16.22999055408808,64.1969835262987,31.49804292418354,0.56475,0.03408587870739264,0.585,0.556,1.095,0.384
2019-12-19,0.58,0.58,-0.68%,开放申购,开放赎回,,0.584,0.58,0.584,0.0040000000000000036,0.0026428571428571373,-0.0040000000000000036,0.0040000000000000036,0.0,0.0040000000000000036,61.64407718697412,24.252250864293053,43.53134432052064,32.357564452493335,0.5658000000000001,0.02509720749381385,0.585,0.556,1.095,0.384
2019-12-20,0.577,0.577,-0.52%,开放申购,开放赎回,,0.58,0.577,0.58,0.0030000000000000027,0.0027142857142857086,-0.0030000000000000027,0.0030000000000000027,0.0,0.0030000000000000027,55.73458858446344,29.82205388294168,30.286993451611625,32.20966652385893,0.5668,0.017995765702187697,0.585,0.556,1.095,0.384
2019-12-23,0.569,0.569,-1.39%,开放申购,开放赎回,,0.577,0.569,0.577,0.008000000000000007,0.0032857142857142807,-0.008000000000000007,0.008000000000000007,0.0,0.008000000000000007,42.752929752678455,40.26722766797083,2.9940946415133713,30.12283996083424,0.56745,0.002731518195435616,0.585,0.556,1.095,0.384
2019-12-24,0.574,0.574,0.88%,开放申购,开放赎回,,0.574,0.569,0.569,0.0050000000000000044,0.0035714285714285665,0.0050000000000000044,-0.0050000000000000044,0.0050000000000000044,0.0,46.5232171315739,34.39971735063793,14.981537506651978,29.04131835696408,0.5683499999999999,0.009941057446995768,0.585,0.557,1.095,0.384
2019-12-25,0.578,0.578,0.70%,开放申购,开放赎回,,0.578,0.574,0.574,0.0040000000000000036,0.0035714285714285665,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,51.20013019360435,31.94259468273522,23.162021138363443,28.621368555635463,0.5694,0.015103617843343766,0.585,0.557,1.095,0.384
2019-12-26,0.579,0.579,0.17%,开放申购,开放赎回,,0.579,0.578,0.578,0.0010000000000000009,0.0034285714285714314,0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009,0.0,51.60726878845649,30.89685497585989,25.102277156180165,28.370004884245798,0.5704999999999999,0.014899211218229737,0.585,0.557,1.095,0.384
2019-12-27,0.572,0.572,-1.21%,开放申购,开放赎回,,0.579,0.572,0.579,0.007000000000000006,0.003928571428571432,-0.007000000000000006,0.007000000000000006,0.0,0.007000000000000006,41.821994446749144,37.765762993424126,5.096552012254044,26.707615393389244,0.57125,0.0013129102844637503,0.585,0.558,1.095,0.384
2019-12-30,0.576,0.576,0.70%,开放申购,开放赎回,,0.576,0.572,0.572,0.0040000000000000036,0.003928571428571432,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,46.10743640185147,35.06820849389383,13.599187197262722,25.77129909366592,0.5720999999999999,0.0068169900367068955,0.585,0.558,1.095,0.384
2019-12-31,0.579,0.579,0.52%,开放申购,开放赎回,,0.579,0.576,0.576,0.0030000000000000027,0.004071428571428575,0.0030000000000000027,-0.0030000000000000027,0.0030000000000000027,0.0,46.57495868085691,31.420763249541462,19.429521333027356,25.318314967906026,0.5730999999999999,0.010294887454196504,0.585,0.558,1.095,0.384
2020-01-02,0.59,0.59,1.90%,开放申购,开放赎回,,0.59,0.579,0.579,0.01100000000000001,0.004857142857142861,0.01100000000000001,-0.01100000000000001,0.01100000000000001,0.0,52.428618048860265,24.456707529317466,36.38133845333164,26.108530931150714,0.5747,0.026622585696885297,0.59,0.562,1.095,0.384
2020-01-03,0.592,0.592,0.34%,开放申购,开放赎回,,0.592,0.59,0.59,0.0020000000000000018,0.004642857142857147,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,54.00758061010161,23.75794445705125,38.898517211745045,27.022101379764596,0.5761999999999999,0.027421034363068444,0.592,0.565,1.095,0.384
2020-01-06,0.595,0.595,0.51%,开放申购,开放赎回,,0.595,0.592,0.592,0.0030000000000000027,0.004285714285714289,0.0030000000000000027,-0.0030000000000000027,0.0030000000000000027,0.0,59.32905430420937,23.899360793105124,42.56922767263826,28.132610400684143,0.5776999999999999,0.029946338930240776,0.595,0.565,1.095,0.384
2020-01-07,0.599,0.599,0.67%,开放申购,开放赎回,,0.599,0.595,0.595,0.0040000000000000036,0.004285714285714289,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,61.75793137771822,22.192263593597612,47.12992959413547,29.489561771644954,0.5793999999999999,0.03382809803244747,0.599,0.568,1.095,0.384
2020-01-08,0.591,0.591,-1.34%,开放申购,开放赎回,,0.599,0.591,0.599,0.008000000000000007,0.00478571428571429,-0.008000000000000007,0.008000000000000007,0.0,0.008000000000000007,51.35520946121558,30.394419619409536,25.640226234095305,29.21460923324855,0.5805,0.01808785529715754,0.599,0.568,1.095,0.384
2020-01-09,0.601,0.601,1.69%,开放申购,开放赎回,,0.601,0.591,0.591,0.010000000000000009,0.005214285714285719,0.010000000000000009,-0.010000000000000009,0.010000000000000009,0.0,57.46613252516512,25.90365899071008,37.85840525755056,29.832023234984405,0.58215,0.03237997079790438,0.601,0.568,1.095,0.384
2020-01-10,0.604,0.604,0.50%,开放申购,开放赎回,,0.604,0.601,0.601,0.0030000000000000027,0.005214285714285719,0.0030000000000000027,-0.0030000000000000027,0.0030000000000000027,0.0,57.47099781446351,24.05339763423079,40.990920565934644,30.62908733005228,0.58395,0.034335131432485684,0.604,0.569,1.095,0.384
2020-01-13,0.615,0.615,1.82%,开放申购,开放赎回,,0.615,0.604,0.604,0.01100000000000001,0.005428571428571434,0.01100000000000001,-0.01100000000000001,0.01100000000000001,0.0,65.73306102060702,21.453641310982157,50.786895851641475,32.06893079588008,0.58605,0.04939851548502693,0.615,0.569,1.095,0.384
2020-01-14,0.614,0.614,-0.16%,开放申购,开放赎回,,0.615,0.614,0.615,0.0010000000000000009,0.005142857142857148,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,64.4288336194045,22.416862713542034,48.3754206366176,33.233680070218476,0.5877,0.04475072315807383,0.615,0.569,1.095,0.384
2020-01-15,0.617,0.617,0.49%,开放申购,开放赎回,,0.617,0.614,0.614,0.0030000000000000027,0.005071428571428576,0.0030000000000000027,-0.0030000000000000027,0.0030000000000000027,0.0,64.8947568086143,21.10883651898928,50.911733563080745,34.4963981768515,0.5892999999999999,0.047004921092822095,0.617,0.569,1.095,0.384
2020-01-16,0.619,0.619,0.32%,开放申购,开放赎回,,0.619,0.617,0.617,0.0020000000000000018,0.005142857142857148,0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018,0.0,62.20025846661805,19.328825503003078,52.58422010431206,35.78838545738439,0.59105,0.047288723458252316,0.619,0.569,1.095,0.384
2020-01-17,0.618,0.618,-0.16%,开放申购,开放赎回,,0.619,0.618,0.619,0.0010000000000000009,0.004714285714285719,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,63.00805403111958,21.095000725985802,49.83535190984579,36.79174020398878,0.5929499999999999,0.042246395142929646,0.619,0.569,1.095,0.384
2020-01-20,0.632,0.632,2.27%,开放申购,开放赎回,,0.632,0.618,0.618,0.014000000000000012,0.005428571428571434,0.014000000000000012,-0.014000000000000012,0.014000000000000012,0.0,69.2301789085532,17.010818254601332,60.550506570744965,38.488794944471366,0.5957,0.06093671311062615,0.632,0.569,1.095,0.384
2020-01-21,0.627,0.627,-0.79%,开放申购,开放赎回,,0.632,0.627,0.632,0.0050000000000000044,0.005571428571428576,-0.0050000000000000044,0.0050000000000000044,0.0,0.0050000000000000044,62.63682853631004,21.800996735848095,48.362012722190315,39.19402478573701,0.5986,0.04744403608419642,0.632,0.572,1.095,0.384
2020-01-22,0.639,0.639,1.91%,开放申购,开放赎回,,0.639,0.627,0.627,0.01200000000000001,0.005642857142857148,0.01200000000000001,-0.01200000000000001,0.01200000000000001,0.0,72.61640518609256,19.987532269575013,56.83221940936654,40.45389583028197,0.60185,0.061726343773365486,0.639,0.572,1.095,0.384
2020-01-23,0.622,0.622,-2.66%,开放申购,开放赎回,,0.639,0.622,0.639,0.017000000000000015,0.00671428571428572,-0.017000000000000015,0.017000000000000015,0.0,0.017000000000000015,56.66948945753576,33.683279362350724,25.440515432356968,39.38151151614447,0.60405,0.029716083105703207,0.639,0.572,1.095,0.384
2020-02-03,0.578,0.578,-7.07%,开放申购,开放赎回,,0.622,0.578,0.622,0.04400000000000004,0.009642857142857151,-0.04400000000000004,0.04400000000000004,0.0,0.04400000000000004,36.64027307783529,54.37088221205958,19.481797673864875,37.96010338455307,0.604,-0.04304635761589408,0.639,0.572,1.095,0.384
2020-02-04,0.597,0.597,3.29%,开放申购,开放赎回,,0.597,0.578,0.578,0.019000000000000017,0.010714285714285723,0.019000000000000017,-0.019000000000000017,0.019000000000000017,0.0,43.28746631028616,45.43852299150692,2.424381737693724,35.42183755263455,0.60525,-0.013630731102850029,0.639,0.576,1.095,0.384
2020-02-05,0.604,0.604,1.17%,开放申购,开放赎回,,0.604,0.597,0.597,0.007000000000000006,0.010642857142857152,0.007000000000000006,-0.007000000000000006,0.007000000000000006,0.0,45.163259494275174,42.4760881272476,3.0661699795305744,33.11071844026998,0.60665,-0.00436825187505158,0.639,0.578,1.095,0.384
2020-02-06,0.622,0.622,2.98%,开放申购,开放赎回,,0.622,0.604,0.604,0.018000000000000016,0.011214285714285724,0.018000000000000016,-0.018000000000000016,0.018000000000000016,0.0,51.265347425118755,37.432294223147686,15.595739576511535,31.859648521430092,0.6088,0.021681997371879088,0.639,0.578,1.095,0.384
2020-02-07,0.627,0.627,0.80%,开放申购,开放赎回,,0.627,0.622,0.622,0.0050000000000000044,0.011357142857142868,0.0050000000000000044,-0.0050000000000000044,0.0050000000000000044,0.0,50.14940435519648,34.32134434386542,18.737918457098797,30.922382088263568,0.6106499999999999,0.02677474821911093,0.639,0.578,1.095,0.384
2020-02-10,0.627,0.627,0.00%,开放申购,开放赎回,,0.627,0.627,0.627,0.0,0.01057142857142858,0.0,0.0,0.0,0.0,50.02838745279495,34.23852256697385,18.73791845709881,30.052063257466084,0.6123999999999999,0.02384062704114967,0.639,0.578,1.095,0.384
2020-02-11,0.632,0.632,0.80%,开放申购,开放赎回,,0.632,0.627,0.627,0.0050000000000000044,0.010857142857142867,0.0050000000000000044,-0.0050000000000000044,0.0050000000000000044,0.0,48.5219067007413,30.956258185553416,22.101225588585425,29.484146281117464,0.61425,0.02889702889702897,0.639,0.578,1.095,0.384
2020-02-12,0.645,0.645,2.06%,开放申购,开放赎回,,0.645,0.632,0.632,0.013000000000000012,0.011571428571428581,0.013000000000000012,-0.013000000000000012,0.013000000000000012,0.0,50.29950954173934,26.97070818988252,30.191194015892886,29.534649690744285,0.6165499999999999,0.046143865055551195,0.645,0.578,1.095,0.384
2020-02-13,0.644,0.644,-0.16%,开放申购,开放赎回,,0.645,0.644,0.645,0.0010000000000000009,0.01150000000000001,-0.0010000000000000009,0.0010000000000000009,0.0,0.0010000000000000009,46.996791080258674,25.82090126348384,29.080693352395908,29.502224238005113,0.6192,0.04005167958656338,0.645,0.578,1.095,0.384
2020-02-14,0.649,0.649,0.78%,开放申购,开放赎回,,0.649,0.644,0.644,0.0050000000000000044,0.011785714285714297,0.0050000000000000044,-0.0050000000000000044,0.0050000000000000044,0.0,45.612244039385885,23.395301447823236,32.19494684922632,29.694561567378056,0.6216,0.044079794079794045,0.649,0.578,1.095,0.384
2020-02-17,0.667,0.667,2.77%,开放申购,开放赎回,,0.667,0.649,0.649,0.018000000000000016,0.012071428571428582,0.018000000000000016,-0.018000000000000016,0.018000000000000016,0.0,52.002647280001156,21.210026037861727,42.05914064693285,30.577745787346256,0.6247499999999999,0.06762705082032833,0.667,0.578,1.095,0.384
2020-02-18,0.671,0.671,0.60%,开放申购,开放赎回,,0.671,0.667,0.667,0.0040000000000000036,0.01200000000000001,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,50.956554453300406,19.812256464788355,44.00850824604071,31.53708596296729,0.62755,0.06923751095530234,0.671,0.578,1.095,0.384
2020-02-19,0.657,0.657,-2.09%,开放申购,开放赎回,,0.671,0.657,0.671,0.014000000000000012,0.012142857142857153,-0.014000000000000012,0.014000000000000012,0.0,0.014000000000000012,46.76013232185214,26.415952991217555,27.80167761584397,31.270271081029907,0.6296999999999999,0.04335397808480245,0.671,0.578,1.095,0.384
2020-02-20,0.672,0.672,2.28%,开放申购,开放赎回,,0.672,0.657,0.657,0.015000000000000013,0.01200000000000001,0.015000000000000013,-0.015000000000000013,0.015000000000000013,0.0,52.865600523509016,24.821112291917853,36.09946568111471,31.615213552464535,0.6324500000000001,0.06253458771444378,0.672,0.578,1.095,0.384
2020-02-21,0.683,0.683,1.64%,开放申购,开放赎回,,0.683,0.672,0.672,0.01100000000000001,0.009642857142857151,0.01100000000000001,-0.01100000000000001,0.01100000000000001,0.0,69.2372865308697,28.682174203993966,41.41680522188202,32.31532724313721,0.6356499999999999,0.07449067883269113,0.683,0.578,1.095,0.384
2020-02-24,0.697,0.697,2.05%,开放申购,开放赎回,,0.697,0.683,0.683,0.013999999999999901,0.009285714285714286,0.013999999999999901,-0.013999999999999901,0.013999999999999901,0.0,77.53375706685509,27.657810839565634,47.41439567823488,33.39383213135847,0.6396000000000001,0.08974358974358958,0.697,0.578,1.095,0.384
2020-02-25,0.703,0.703,0.86%,开放申购,开放赎回,,0.703,0.697,0.697,0.006000000000000005,0.009214285714285715,0.006000000000000005,-0.006000000000000005,0.006000000000000005,0.0,77.20490002380127,25.881340154410804,49.78701306853756,34.56477362687126,0.64315,0.09305760709010333,0.703,0.578,1.095,0.384
2020-02-26,0.678,0.678,-3.56%,开放申购,开放赎回,,0.703,0.678,0.703,0.02499999999999991,0.009714285714285707,-0.02499999999999991,0.02499999999999991,0.0,0.02499999999999991,68.00032423314855,41.1780501254973,24.567387328502743,33.85067460555922,0.6456999999999999,0.05002323060244713,0.703,0.578,1.095,0.384
2020-02-27,0.678,0.678,0.00%,开放申购,开放赎回,,0.678,0.678,0.678,0.0,0.00935714285714285,0.0,0.0,0.0,0.0,65.55320242323153,39.69617918314025,24.56738732850274,33.18758265719804,0.64765,0.046861730873156954,0.703,0.578,1.095,0.384
2020-02-28,0.655,0.655,-3.39%,开放申购,开放赎回,,0.678,0.655,0.678,0.02300000000000002,0.010999999999999994,-0.02300000000000002,0.02300000000000002,0.0,0.02300000000000002,51.77973271185681,46.29062762007787,5.59710912981271,31.21683454809909,0.6493,0.008778684737409578,0.703,0.578,1.095,0.384
2020-03-02,0.668,0.668,1.98%,开放申购,开放赎回,,0.668,0.655,0.655,0.013000000000000012,0.011571428571428566,0.013000000000000012,-0.013000000000000012,0.013000000000000012,0.0,53.73149245552793,40.861479936241565,13.605675129843132,29.958894589652235,0.6538,0.02171918017742427,0.703,0.597,1.095,0.384
2020-03-03,0.672,0.672,0.60%,开放申购,开放赎回,,0.672,0.668,0.668,0.0040000000000000036,0.010928571428571423,0.0040000000000000036,-0.0040000000000000036,0.0040000000000000036,0.0,55.44282124712504,40.17473237428793,15.967872314836045,28.959535855736792,0.65755,0.021975515169949167,0.703,0.604,1.095,0.384
2020-03-04,0.664,0.664,-1.19%,开放申购,开放赎回,,0.672,0.664,0.672,0.008000000000000007,0.011428571428571423,-0.008000000000000007,0.008000000000000007,0.0,0.008000000000000007,49.23025511630879,40.67301013056193,9.518280523236854,27.570874760558226,0.66055,0.005222920293694745,0.703,0.622,1.095,0.384
2020-03-05,0.673,0.673,1.36%,开放申购,开放赎回,,0.673,0.664,0.664,0.009000000000000008,0.011714285714285708,0.009000000000000008,-0.009000000000000008,0.009000000000000008,0.0,50.08664226564561,36.84662938657178,15.230086970661159,26.68938991842272,0.6631,0.014929874830342362,0.703,0.627,1.095,0.384
2020-03-06,0.668,0.668,-0.74%,开放申购,开放赎回,,0.673,0.668,0.673,0.0050000000000000044,0.010785714285714279,-0.0050000000000000044,0.0050000000000000044,0.0,0.0050000000000000044,50.5131132026284,40.471624338775335,11.036454173738274,25.571323079516688,0.66515,0.004284747801247868,0.703,0.627,1.095,0.384
2020-03-09,0.636,0.636,-4.79%,开放申购,开放赎回,,0.668,0.636,0.668,0.03200000000000003,0.01278571428571428,-0.03200000000000003,0.03200000000000003,0.0,0.03200000000000003,39.56793344643238,49.57932904110776,11.230177254264706,24.54695552057012,0.6656000000000001,-0.044471153846153945,0.703,0.632,1.095,0.384
2020-03-10,0.655,0.655,2.99%,开放申购,开放赎回,,0.655,0.636,0.636,0.019000000000000017,0.013142857142857138,0.019000000000000017,-0.019000000000000017,0.019000000000000017,0.0,46.06932497276715,44.78691718891994,1.4114691003454103,22.894420776268355,0.6667500000000001,-0.01762279715035626,0.703,0.636,1.095,0.384
2020-03-11,0.643,0.643,-1.83%,开放申购,开放赎回,,0.655,0.643,0.655,0.01200000000000001,0.012928571428571425,-0.01200000000000001,0.01200000000000001,0.0,0.01200000000000001,43.487697448642066,48.90698733855426,5.86536974761472,21.67805998850738,0.6666500000000001,-0.035475886897172515,0.703,0.636,1.095,0.384
2020-03-12,0.634,0.634,-1.40%,开放申购,开放赎回,,0.643,0.634,0.643,0.009000000000000008,0.01278571428571428,-0.009000000000000008,0.009000000000000008,0.0,0.009000000000000008,40.83262254455499,50.948978933606625,11.022205132756058,20.916927498810857,0.66615,-0.04826240336260604,0.703,0.634,1.095,0.384
2020-03-13,0.63,0.63,-0.63%,开放申购,开放赎回,,0.634,0.63,0.634,0.0040000000000000036,0.012071428571428575,-0.0040000000000000036,0.0040000000000000036,0.0,0.0040000000000000036,40.15955733777658,52.476024504861584,13.295611602037777,20.37254779189849,0.6652,-0.05291641611545401,0.703,0.63,1.095,0.384
2020-03-16,0.594,0.594,-5.71%,开放申购,开放赎回,,0.63,0.594,0.63,0.03600000000000003,0.01421428571428572,-0.03600000000000003,0.03600000000000003,0.0,0.03600000000000003,31.66925609156323,59.47229929547054,30.50534203178927,21.096318809033544,0.66155,-0.10210868415085783,0.703,0.594,1.095,0.384
2020-03-17,0.594,0.594,0.00%,开放申购,开放赎回,,0.594,0.594,0.594,0.0,0.01242857142857144,0.0,0.0,0.0,0.0,33.63233395273974,63.158800606478735,30.50534203178928,21.768391896373238,0.6577000000000001,-0.09685266838984352,0.703,0.594,1.095,0.384
2020-03-18,0.586,0.586,-1.35%,开放申购,开放赎回,,0.594,0.586,0.594,0.008000000000000007,0.013000000000000012,-0.008000000000000007,0.008000000000000007,0.0,0.008000000000000007,29.85727606008528,60.465151872784496,33.887348373150324,22.634031644714458,0.65415,-0.10418099824199349,0.703,0.586,1.095,0.384
2020-03-19,0.596,0.596,1.71%,开放申购,开放赎回,,0.596,0.586,0.586,0.010000000000000009,0.012071428571428582,0.010000000000000009,-0.010000000000000009,0.010000000000000009,0.0,35.77443582339889,60.465151872784496,25.6554674021788,22.849848484533336,0.65035,-0.08357038517721228,0.703,0.586,1.095,0.384
2020-03-20,0.603,0.603,1.17%,开放申购,开放赎回,,0.603,0.596,0.596,0.007000000000000006,0.011642857142857153,0.007000000000000006,-0.007000000000000006,0.007000000000000006,0.0,38.7363871621417,58.212944200047126,20.08941863161881,22.65267492361087,0.64635,-0.06706892550475749,0.703,0.586,1.095,0.384
2020-03-23,0.576,0.576,-4.48%,开放申购,开放赎回,,0.603,0.576,0.603,0.027000000000000024,0.013285714285714298,-0.027000000000000024,0.027000000000000024,0.0,0.027000000000000024,31.521660674569222,61.88680059903988,32.50791150014349,23.356620393363205,0.6403,-0.1004216773387475,0.703,0.576,1.095,0.384
2020-03-24,0.582,0.582,1.04%,开放申购,开放赎回,,0.582,0.576,0.576,0.006000000000000005,0.013142857142857154,0.006000000000000005,-0.006000000000000005,0.006000000000000005,0.0,32.849136456175614,58.09094869894349,27.756530247043642,23.670899668626095,0.63425,-0.08238076468269613,0.678,0.576,1.095,0.384
