净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-02-25,2.1503,2.1503,-0.31%,限制大额申购,开放赎回,
2025-02-24,2.1569,2.1569,-2.22%,限制大额申购,开放赎回,
2025-02-21,2.2058,2.2058,1.88%,限制大额申购,开放赎回,
2025-02-20,2.1651,2.1651,1.11%,限制大额申购,开放赎回,
2025-02-19,2.1413,2.1413,2.83%,限制大额申购,开放赎回,
2025-02-18,2.0824,2.0824,-0.38%,限制大额申购,开放赎回,
2025-02-17,2.0904,2.0904,2.48%,限制大额申购,开放赎回,
2025-02-14,2.0399,2.0399,0.29%,限制大额申购,开放赎回,
2025-02-13,2.0341,2.0341,-2.65%,限制大额申购,开放赎回,
2025-02-12,2.0894,2.0894,2.33%,限制大额申购,开放赎回,
2025-02-11,2.0418,2.0418,0.87%,限制大额申购,开放赎回,
2025-02-10,2.0241,2.0241,0.33%,限制大额申购,开放赎回,
2025-02-07,2.0174,2.0174,2.07%,限制大额申购,开放赎回,
2025-02-06,1.9764,1.9764,4.39%,限制大额申购,开放赎回,
2025-02-05,1.8933,1.8933,-3.90%,限制大额申购,开放赎回,
2025-01-27,1.9702,1.9702,-3.52%,限制大额申购,开放赎回,
2025-01-24,2.042,2.042,1.65%,限制大额申购,开放赎回,
2025-01-23,2.0089,2.0089,-1.86%,限制大额申购,开放赎回,
2025-01-22,2.047,2.047,2.12%,限制大额申购,开放赎回,
2025-01-21,2.0045,2.0045,3.52%,限制大额申购,开放赎回,
2025-01-20,1.9364,1.9364,2.92%,限制大额申购,开放赎回,
2025-01-17,1.8814,1.8814,1.32%,限制大额申购,开放赎回,
2025-01-16,1.8568,1.8568,2.43%,限制大额申购,开放赎回,
2025-01-15,1.8128,1.8128,-1.72%,限制大额申购,开放赎回,
2025-01-14,1.8446,1.8446,4.33%,限制大额申购,开放赎回,
2025-01-13,1.7681,1.7681,-1.49%,限制大额申购,开放赎回,
2025-01-10,1.7948,1.7948,-2.27%,限制大额申购,开放赎回,
2025-01-09,1.8365,1.8365,0.71%,限制大额申购,开放赎回,
2025-01-08,1.8235,1.8235,-0.37%,限制大额申购,开放赎回,
2025-01-07,1.8302,1.8302,4.25%,限制大额申购,开放赎回,
2025-01-06,1.7556,1.7556,-0.29%,限制大额申购,开放赎回,
2025-01-03,1.7607,1.7607,-1.06%,限制大额申购,开放赎回,
2025-01-02,1.7795,1.7795,-2.91%,限制大额申购,开放赎回,
2024-12-31,1.8329,1.8329,-3.53%,限制大额申购,开放赎回,
2024-12-30,1.8999,1.8999,-1.12%,限制大额申购,开放赎回,
2024-12-27,1.9214,1.9214,-1.73%,限制大额申购,开放赎回,
2024-12-26,1.9553,1.9553,4.56%,限制大额申购,开放赎回,
2024-12-25,1.8701,1.8701,-0.51%,限制大额申购,开放赎回,
2024-12-24,1.8796,1.8796,1.08%,限制大额申购,开放赎回,
2024-12-23,1.8595,1.8595,-2.01%,限制大额申购,开放赎回,
2024-12-20,1.8976,1.8976,1.17%,限制大额申购,开放赎回,
2024-12-19,1.8756,1.8756,2.69%,限制大额申购,开放赎回,
2024-12-18,1.8264,1.8264,0.92%,限制大额申购,开放赎回,
2024-12-17,1.8098,1.8098,0.17%,限制大额申购,开放赎回,
2024-12-16,1.8067,1.8067,-1.73%,限制大额申购,开放赎回,
2024-12-13,1.8385,1.8385,-1.66%,限制大额申购,开放赎回,
2024-12-12,1.8695,1.8695,1.27%,限制大额申购,开放赎回,
2024-12-11,1.846,1.846,2.19%,限制大额申购,开放赎回,
2024-12-10,1.8064,1.8064,0.69%,限制大额申购,开放赎回,
2024-12-09,1.794,1.794,-1.43%,限制大额申购,开放赎回,
2024-12-06,1.8201,1.8201,1.04%,限制大额申购,开放赎回,
2024-12-05,1.8013,1.8013,0.56%,限制大额申购,开放赎回,
2024-12-04,1.7912,1.7912,-1.20%,限制大额申购,开放赎回,
2024-12-03,1.8129,1.8129,-1.00%,限制大额申购,开放赎回,
2024-12-02,1.8313,1.8313,3.04%,限制大额申购,开放赎回,
2024-11-29,1.7773,1.7773,1.92%,限制大额申购,开放赎回,
2024-11-28,1.7439,1.7439,-1.86%,限制大额申购,开放赎回,
2024-11-27,1.7769,1.7769,3.18%,限制大额申购,开放赎回,
2024-11-26,1.7222,1.7222,-0.20%,限制大额申购,开放赎回,
2024-11-25,1.7257,1.7257,-2.80%,限制大额申购,开放赎回,
2024-11-22,1.7755,1.7755,-2.80%,限制大额申购,开放赎回,
2024-11-21,1.8267,1.8267,-1.26%,限制大额申购,开放赎回,
2024-11-20,1.85,1.85,0.98%,限制大额申购,开放赎回,
2024-11-19,1.832,1.832,2.18%,限制大额申购,开放赎回,
2024-11-18,1.793,1.793,-3.35%,限制大额申购,开放赎回,
2024-11-15,1.8551,1.8551,-3.02%,限制大额申购,开放赎回,
2024-11-14,1.9128,1.9128,-3.26%,限制大额申购,开放赎回,
2024-11-13,1.9772,1.9772,1.16%,限制大额申购,开放赎回,
2024-11-12,1.9545,1.9545,0.50%,限制大额申购,开放赎回,
2024-11-11,1.9447,1.9447,2.50%,限制大额申购,开放赎回,
2024-11-08,1.8972,1.8972,-0.24%,限制大额申购,开放赎回,
2024-11-07,1.9017,1.9017,1.06%,限制大额申购,开放赎回,
2024-11-06,1.8817,1.8817,-1.84%,限制大额申购,开放赎回,
2024-11-05,1.917,1.917,2.45%,限制大额申购,开放赎回,
2024-11-04,1.8712,1.8712,2.16%,限制大额申购,开放赎回,
2024-11-01,1.8317,1.8317,-2.13%,限制大额申购,开放赎回,
2024-10-31,1.8716,1.8716,-0.42%,限制大额申购,开放赎回,
2024-10-30,1.8794,1.8794,-0.13%,限制大额申购,开放赎回,
2024-10-29,1.8818,1.8818,-0.42%,限制大额申购,开放赎回,
2024-10-28,1.8898,1.8898,-0.95%,限制大额申购,开放赎回,
2024-10-25,1.908,1.908,0.63%,限制大额申购,开放赎回,
2024-10-24,1.896,1.896,0.32%,限制大额申购,开放赎回,
2024-10-23,1.8899,1.8899,-2.31%,限制大额申购,开放赎回,
2024-10-22,1.9345,1.9345,1.41%,限制大额申购,开放赎回,
2024-10-21,1.9076,1.9076,1.62%,限制大额申购,开放赎回,
2024-10-18,1.8771,1.8771,7.03%,限制大额申购,开放赎回,
2024-10-17,1.7538,1.7538,0.27%,限制大额申购,开放赎回,
2024-10-16,1.749,1.749,-3.13%,限制大额申购,开放赎回,
2024-10-15,1.8056,1.8056,-2.34%,限制大额申购,开放赎回,
2024-10-14,1.8489,1.8489,2.14%,限制大额申购,开放赎回,
2024-10-11,1.8102,1.8102,-2.81%,限制大额申购,开放赎回,
2024-10-10,1.8625,1.8625,-1.33%,限制大额申购,开放赎回,
2024-10-09,1.8877,1.8877,-4.78%,限制大额申购,开放赎回,
2024-10-08,1.9824,1.9824,11.43%,限制大额申购,开放赎回,
2024-09-30,1.779,1.779,10.70%,限制大额申购,开放赎回,
2024-09-27,1.607,1.607,5.09%,限制大额申购,开放赎回,
2024-09-26,1.5292,1.5292,2.93%,限制大额申购,开放赎回,
2024-09-25,1.4856,1.4856,-0.14%,限制大额申购,开放赎回,
2024-09-24,1.4877,1.4877,5.87%,限制大额申购,开放赎回,
2024-09-23,1.4052,1.4052,-0.21%,限制大额申购,开放赎回,
2024-09-20,1.4082,1.4082,0.12%,限制大额申购,开放赎回,
2024-09-19,1.4065,1.4065,-0.52%,限制大额申购,开放赎回,
2024-09-18,1.4139,1.4139,-1.48%,限制大额申购,开放赎回,
2024-09-13,1.4352,1.4352,2.33%,限制大额申购,开放赎回,
2024-09-12,1.4025,1.4025,-0.40%,限制大额申购,开放赎回,
2024-09-11,1.4081,1.4081,-0.38%,限制大额申购,开放赎回,
2024-09-10,1.4135,1.4135,1.33%,限制大额申购,开放赎回,
2024-09-09,1.3949,1.3949,0.08%,限制大额申购,开放赎回,
2024-09-06,1.3938,1.3938,-2.45%,限制大额申购,开放赎回,
2024-09-05,1.4288,1.4288,0.33%,限制大额申购,开放赎回,
2024-09-04,1.4241,1.4241,-1.61%,限制大额申购,开放赎回,
2024-09-03,1.4474,1.4474,1.15%,限制大额申购,开放赎回,
2024-09-02,1.4309,1.4309,-3.69%,限制大额申购,开放赎回,
2024-08-30,1.4858,1.4858,4.10%,限制大额申购,开放赎回,
2024-08-29,1.4273,1.4273,-0.78%,限制大额申购,开放赎回,
2024-08-28,1.4385,1.4385,-0.09%,限制大额申购,开放赎回,
2024-08-27,1.4398,1.4398,-1.79%,限制大额申购,开放赎回,
2024-08-26,1.466,1.466,-1.64%,限制大额申购,开放赎回,
2024-08-23,1.4904,1.4904,-0.82%,限制大额申购,开放赎回,
2024-08-22,1.5027,1.5027,-0.82%,限制大额申购,开放赎回,
2024-08-21,1.5151,1.5151,0.89%,限制大额申购,开放赎回,
2024-08-20,1.5017,1.5017,-0.25%,限制大额申购,开放赎回,
2024-08-19,1.5054,1.5054,-0.30%,限制大额申购,开放赎回,
2024-08-16,1.5099,1.5099,1.38%,限制大额申购,开放赎回,
2024-08-15,1.4893,1.4893,0.01%,限制大额申购,开放赎回,
2024-08-14,1.4892,1.4892,-1.10%,限制大额申购,开放赎回,
2024-08-13,1.5058,1.5058,1.04%,限制大额申购,开放赎回,
2024-08-12,1.4903,1.4903,-0.11%,限制大额申购,开放赎回,
2024-08-09,1.492,1.492,1.41%,限制大额申购,开放赎回,
2024-08-08,1.4712,1.4712,0.05%,限制大额申购,开放赎回,
2024-08-07,1.4705,1.4705,-0.79%,限制大额申购,开放赎回,
2024-08-06,1.4822,1.4822,2.00%,限制大额申购,开放赎回,
2024-08-05,1.4532,1.4532,-5.56%,限制大额申购,开放赎回,
2024-08-02,1.5388,1.5388,-3.94%,限制大额申购,开放赎回,
2024-08-01,1.6019,1.6019,-0.09%,限制大额申购,开放赎回,
2024-07-31,1.6033,1.6033,2.51%,限制大额申购,开放赎回,
2024-07-30,1.564,1.564,-0.91%,限制大额申购,开放赎回,
2024-07-29,1.5783,1.5783,0.62%,限制大额申购,开放赎回,
2024-07-26,1.5685,1.5685,1.10%,限制大额申购,开放赎回,
2024-07-25,1.5514,1.5514,-2.75%,限制大额申购,开放赎回,
2024-07-24,1.5953,1.5953,-1.60%,限制大额申购,开放赎回,
2024-07-23,1.6212,1.6212,-3.24%,限制大额申购,开放赎回,
2024-07-22,1.6754,1.6754,-0.36%,限制大额申购,开放赎回,
2024-07-19,1.6815,1.6815,-0.50%,限制大额申购,开放赎回,
2024-07-18,1.69,1.69,-1.33%,限制大额申购,开放赎回,
2024-07-17,1.7128,1.7128,-3.47%,限制大额申购,开放赎回,
2024-07-16,1.7744,1.7744,2.03%,限制大额申购,开放赎回,
2024-07-15,1.7391,1.7391,-0.18%,限制大额申购,开放赎回,
2024-07-12,1.7423,1.7423,-1.14%,限制大额申购,开放赎回,
2024-07-11,1.7624,1.7624,0.62%,限制大额申购,开放赎回,
2024-07-10,1.7515,1.7515,1.78%,限制大额申购,开放赎回,
2024-07-09,1.7208,1.7208,5.35%,限制大额申购,开放赎回,
2024-07-08,1.6334,1.6334,0.83%,限制大额申购,开放赎回,
2024-07-05,1.62,1.62,-0.06%,限制大额申购,开放赎回,
2024-07-04,1.6209,1.6209,0.22%,限制大额申购,开放赎回,
2024-07-03,1.6174,1.6174,-0.14%,限制大额申购,开放赎回,
2024-07-02,1.6196,1.6196,-0.89%,限制大额申购,开放赎回,
2024-07-01,1.6342,1.6342,1.26%,限制大额申购,开放赎回,
2024-06-30,1.6139,1.6139,0.00%,限制大额申购,开放赎回,
2024-06-28,1.6139,1.6139,1.15%,限制大额申购,开放赎回,
2024-06-27,1.5956,1.5956,-1.19%,限制大额申购,开放赎回,
2024-06-26,1.6148,1.6148,2.68%,限制大额申购,开放赎回,
2024-06-25,1.5727,1.5727,-2.58%,限制大额申购,开放赎回,
2024-06-24,1.6144,1.6144,-1.46%,限制大额申购,开放赎回,
2024-06-21,1.6384,1.6384,0.47%,限制大额申购,开放赎回,
2024-06-20,1.6307,1.6307,-1.24%,限制大额申购,开放赎回,
2024-06-19,1.6512,1.6512,-0.92%,限制大额申购,开放赎回,
2024-06-18,1.6666,1.6666,1.84%,限制大额申购,开放赎回,
2024-06-17,1.6365,1.6365,2.81%,限制大额申购,开放赎回,
2024-06-14,1.5917,1.5917,4.01%,限制大额申购,开放赎回,
2024-06-13,1.5303,1.5303,1.58%,限制大额申购,开放赎回,
2024-06-12,1.5065,1.5065,1.78%,限制大额申购,开放赎回,
2024-06-11,1.4801,1.4801,0.82%,限制大额申购,开放赎回,
2024-06-07,1.4681,1.4681,-2.42%,限制大额申购,开放赎回,
2024-06-06,1.5045,1.5045,0.96%,限制大额申购,开放赎回,
2024-06-05,1.4902,1.4902,-0.44%,限制大额申购,开放赎回,
2024-06-04,1.4968,1.4968,0.47%,限制大额申购,开放赎回,
2024-06-03,1.4898,1.4898,3.57%,限制大额申购,开放赎回,
2024-05-31,1.4384,1.4384,-0.02%,限制大额申购,开放赎回,
2024-05-30,1.4387,1.4387,0.99%,限制大额申购,开放赎回,
2024-05-29,1.4246,1.4246,-0.36%,限制大额申购,开放赎回,
2024-05-28,1.4298,1.4298,-1.25%,限制大额申购,开放赎回,
2024-05-27,1.4479,1.4479,1.24%,限制大额申购,开放赎回,
2024-05-24,1.4301,1.4301,-2.74%,限制大额申购,开放赎回,
2024-05-23,1.4704,1.4704,-1.27%,限制大额申购,开放赎回,
2024-05-22,1.4893,1.4893,-0.40%,限制大额申购,开放赎回,
2024-05-21,1.4953,1.4953,-0.59%,限制大额申购,开放赎回,
2024-05-20,1.5041,1.5041,1.46%,限制大额申购,开放赎回,
2024-05-17,1.4824,1.4824,0.83%,限制大额申购,开放赎回,
2024-05-16,1.4702,1.4702,0.67%,限制大额申购,开放赎回,
2024-05-15,1.4604,1.4604,-0.77%,限制大额申购,开放赎回,
2024-05-14,1.4718,1.4718,-0.96%,限制大额申购,开放赎回,
2024-05-13,1.486,1.486,0.53%,限制大额申购,开放赎回,
2024-05-10,1.4782,1.4782,-1.18%,限制大额申购,开放赎回,
2024-05-09,1.4959,1.4959,-0.05%,限制大额申购,开放赎回,
2024-05-08,1.4967,1.4967,-1.47%,限制大额申购,开放赎回,
2024-05-07,1.519,1.519,-1.94%,限制大额申购,开放赎回,
2024-05-06,1.5491,1.5491,0.13%,限制大额申购,开放赎回,
2024-04-30,1.5471,1.5471,-0.36%,限制大额申购,开放赎回,
2024-04-29,1.5527,1.5527,3.18%,限制大额申购,开放赎回,
2024-04-26,1.5048,1.5048,4.64%,限制大额申购,开放赎回,
2024-04-25,1.4381,1.4381,-0.59%,限制大额申购,开放赎回,
2024-04-24,1.4466,1.4466,3.23%,限制大额申购,开放赎回,
2024-04-23,1.4013,1.4013,1.31%,限制大额申购,开放赎回,
2024-04-22,1.3832,1.3832,-1.76%,限制大额申购,开放赎回,
2024-04-19,1.408,1.408,-3.60%,限制大额申购,开放赎回,
2024-04-18,1.4606,1.4606,-1.08%,限制大额申购,开放赎回,
2024-04-17,1.4766,1.4766,3.48%,限制大额申购,开放赎回,
2024-04-16,1.4269,1.4269,-2.37%,限制大额申购,开放赎回,
2024-04-15,1.4616,1.4616,0.21%,限制大额申购,开放赎回,
2024-04-12,1.4586,1.4586,2.74%,限制大额申购,开放赎回,
2024-04-11,1.4197,1.4197,0.06%,限制大额申购,开放赎回,
2024-04-10,1.4188,1.4188,-2.21%,限制大额申购,开放赎回,
2024-04-09,1.4508,1.4508,0.18%,限制大额申购,开放赎回,
2024-04-08,1.4482,1.4482,0.42%,限制大额申购,开放赎回,
2024-04-03,1.4421,1.4421,-2.25%,限制大额申购,开放赎回,
2024-04-02,1.4753,1.4753,-1.82%,限制大额申购,开放赎回,
2024-04-01,1.5027,1.5027,2.64%,限制大额申购,开放赎回,
2024-03-29,1.4641,1.4641,-0.14%,限制大额申购,开放赎回,
2024-03-28,1.4662,1.4662,2.03%,限制大额申购,开放赎回,
2024-03-27,1.437,1.437,-2.71%,限制大额申购,开放赎回,
2024-03-26,1.4771,1.4771,-1.00%,限制大额申购,开放赎回,
2024-03-25,1.492,1.492,-2.59%,限制大额申购,开放赎回,
2024-03-22,1.5317,1.5317,0.86%,限制大额申购,开放赎回,
2024-03-21,1.5186,1.5186,-0.83%,限制大额申购,开放赎回,
2024-03-20,1.5313,1.5313,-0.14%,限制大额申购,开放赎回,
2024-03-19,1.5334,1.5334,0.08%,限制大额申购,开放赎回,
2024-03-18,1.5322,1.5322,3.33%,限制大额申购,开放赎回,
2024-03-15,1.4828,1.4828,3.69%,限制大额申购,开放赎回,
2024-03-14,1.4301,1.4301,-0.32%,限制大额申购,开放赎回,
2024-03-13,1.4347,1.4347,0.38%,限制大额申购,开放赎回,
2024-03-12,1.4293,1.4293,-0.25%,限制大额申购,开放赎回,
2024-03-11,1.4329,1.4329,0.52%,限制大额申购,开放赎回,
2024-03-08,1.4255,1.4255,3.30%,限制大额申购,开放赎回,
2024-03-07,1.38,1.38,-1.75%,限制大额申购,开放赎回,
2024-03-06,1.4046,1.4046,-0.96%,限制大额申购,开放赎回,
2024-03-05,1.4182,1.4182,0.60%,限制大额申购,开放赎回,
2024-03-04,1.4097,1.4097,2.16%,限制大额申购,开放赎回,
2024-03-01,1.3799,1.3799,2.40%,限制大额申购,开放赎回,
2024-02-29,1.3475,1.3475,4.12%,限制大额申购,开放赎回,
2024-02-28,1.2942,1.2942,-4.98%,限制大额申购,开放赎回,
2024-02-27,1.3621,1.3621,5.50%,限制大额申购,开放赎回,
2024-02-26,1.2911,1.2911,0.84%,限制大额申购,开放赎回,
2024-02-23,1.2804,1.2804,-0.10%,限制大额申购,开放赎回,
2024-02-22,1.2817,1.2817,1.98%,限制大额申购,开放赎回,
2024-02-21,1.2568,1.2568,-1.74%,限制大额申购,开放赎回,
2024-02-20,1.2791,1.2791,-1.13%,限制大额申购,开放赎回,
2024-02-19,1.2937,1.2937,6.42%,限制大额申购,开放赎回,
2024-02-08,1.2157,1.2157,2.31%,限制大额申购,开放赎回,
2024-02-07,1.1883,1.1883,1.11%,限制大额申购,开放赎回,
2024-02-06,1.1752,1.1752,7.76%,限制大额申购,开放赎回,
2024-02-05,1.0906,1.0906,0.99%,限制大额申购,开放赎回,
2024-02-02,1.0799,1.0799,-2.30%,限制大额申购,开放赎回,
2024-02-01,1.1053,1.1053,3.66%,限制大额申购,开放赎回,
2024-01-31,1.0663,1.0663,-2.26%,限制大额申购,开放赎回,
2024-01-30,1.091,1.091,-1.99%,限制大额申购,开放赎回,
2024-01-29,1.1131,1.1131,-5.13%,限制大额申购,开放赎回,
2024-01-26,1.1733,1.1733,-3.47%,限制大额申购,开放赎回,
2024-01-25,1.2155,1.2155,1.67%,限制大额申购,开放赎回,
2024-01-24,1.1955,1.1955,0.02%,限制大额申购,开放赎回,
2024-01-23,1.1953,1.1953,1.55%,限制大额申购,开放赎回,
2024-01-22,1.177,1.177,-2.35%,限制大额申购,开放赎回,
2024-01-19,1.2053,1.2053,-0.40%,限制大额申购,开放赎回,
2024-01-18,1.2102,1.2102,3.72%,限制大额申购,开放赎回,
2024-01-17,1.1668,1.1668,-2.21%,限制大额申购,开放赎回,
2024-01-16,1.1932,1.1932,-0.38%,限制大额申购,开放赎回,
2024-01-15,1.1978,1.1978,-0.08%,限制大额申购,开放赎回,
2024-01-12,1.1987,1.1987,-1.84%,限制大额申购,开放赎回,
2024-01-11,1.2212,1.2212,1.38%,限制大额申购,开放赎回,
2024-01-10,1.2046,1.2046,-1.25%,限制大额申购,开放赎回,
2024-01-09,1.2199,1.2199,1.14%,限制大额申购,开放赎回,
2024-01-08,1.2061,1.2061,-2.80%,限制大额申购,开放赎回,
2024-01-05,1.2409,1.2409,-1.94%,限制大额申购,开放赎回,
2024-01-04,1.2655,1.2655,-0.37%,限制大额申购,开放赎回,
2024-01-03,1.2702,1.2702,-3.48%,限制大额申购,开放赎回,
2024-01-02,1.316,1.316,-2.29%,限制大额申购,开放赎回,
2023-12-31,1.3468,1.3468,0.00%,限制大额申购,开放赎回,
2023-12-29,1.3468,1.3468,1.67%,限制大额申购,开放赎回,
2023-12-28,1.3247,1.3247,1.49%,限制大额申购,开放赎回,
2023-12-27,1.3052,1.3052,0.26%,限制大额申购,开放赎回,
2023-12-26,1.3018,1.3018,-2.01%,限制大额申购,开放赎回,
2023-12-25,1.3285,1.3285,0.95%,限制大额申购,开放赎回,
2023-12-22,1.316,1.316,-1.65%,限制大额申购,开放赎回,
2023-12-21,1.3381,1.3381,1.05%,限制大额申购,开放赎回,
2023-12-20,1.3242,1.3242,-1.99%,限制大额申购,开放赎回,
2023-12-19,1.3511,1.3511,0.63%,限制大额申购,开放赎回,
2023-12-18,1.3426,1.3426,-0.45%,限制大额申购,开放赎回,
2023-12-15,1.3487,1.3487,-1.27%,限制大额申购,开放赎回,
2023-12-14,1.366,1.366,-0.64%,限制大额申购,开放赎回,
2023-12-13,1.3748,1.3748,-0.62%,限制大额申购,开放赎回,
2023-12-12,1.3834,1.3834,-0.70%,限制大额申购,开放赎回,
2023-12-11,1.3931,1.3931,2.56%,限制大额申购,开放赎回,
2023-12-08,1.3583,1.3583,5.28%,限制大额申购,开放赎回,
2023-12-07,1.2902,1.2902,0.81%,限制大额申购,开放赎回,
2023-12-06,1.2798,1.2798,0.27%,限制大额申购,开放赎回,
2023-12-05,1.2763,1.2763,-1.88%,限制大额申购,开放赎回,
2023-12-04,1.3008,1.3008,-0.18%,限制大额申购,开放赎回,
2023-12-01,1.3032,1.3032,1.58%,限制大额申购,开放赎回,
2023-11-30,1.2829,1.2829,-0.03%,限制大额申购,开放赎回,
2023-11-29,1.2833,1.2833,0.45%,限制大额申购,开放赎回,
2023-11-28,1.2775,1.2775,-0.27%,限制大额申购,开放赎回,
2023-11-27,1.2809,1.2809,1.77%,限制大额申购,开放赎回,
2023-11-24,1.2586,1.2586,-2.43%,限制大额申购,开放赎回,
2023-11-23,1.29,1.29,1.28%,限制大额申购,开放赎回,
2023-11-22,1.2737,1.2737,-2.02%,限制大额申购,开放赎回,
2023-11-21,1.3,1.3,-0.97%,限制大额申购,开放赎回,
2023-11-20,1.3127,1.3127,-1.17%,限制大额申购,开放赎回,
2023-11-17,1.3282,1.3282,1.47%,限制大额申购,开放赎回,
2023-11-16,1.3089,1.3089,-1.68%,限制大额申购,开放赎回,
2023-11-15,1.3313,1.3313,0.88%,限制大额申购,开放赎回,
2023-11-14,1.3197,1.3197,0.56%,限制大额申购,开放赎回,
2023-11-13,1.3123,1.3123,0.42%,限制大额申购,开放赎回,
2023-11-10,1.3068,1.3068,-0.38%,限制大额申购,开放赎回,
2023-11-09,1.3118,1.3118,-0.34%,限制大额申购,开放赎回,
2023-11-08,1.3163,1.3163,-0.66%,限制大额申购,开放赎回,
2023-11-07,1.325,1.325,1.32%,限制大额申购,开放赎回,
2023-11-06,1.3077,1.3077,2.48%,限制大额申购,开放赎回,
2023-11-03,1.276,1.276,2.10%,限制大额申购,开放赎回,
2023-11-02,1.2498,1.2498,-0.84%,限制大额申购,开放赎回,
2023-11-01,1.2604,1.2604,-1.38%,限制大额申购,开放赎回,
2023-10-31,1.2781,1.2781,-0.61%,限制大额申购,开放赎回,
2023-10-30,1.2859,1.2859,4.66%,限制大额申购,开放赎回,
2023-10-27,1.2286,1.2286,0.56%,限制大额申购,开放赎回,
2023-10-26,1.2218,1.2218,-0.67%,限制大额申购,开放赎回,
2023-10-25,1.23,1.23,-1.03%,限制大额申购,开放赎回,
2023-10-24,1.2428,1.2428,0.40%,限制大额申购,开放赎回,
2023-10-23,1.2378,1.2378,-1.54%,限制大额申购,开放赎回,
2023-10-20,1.2571,1.2571,-2.07%,限制大额申购,开放赎回,
2023-10-19,1.2837,1.2837,-1.29%,限制大额申购,开放赎回,
2023-10-18,1.3005,1.3005,-2.00%,限制大额申购,开放赎回,
2023-10-17,1.327,1.327,-0.02%,限制大额申购,开放赎回,
2023-10-16,1.3272,1.3272,-1.49%,限制大额申购,开放赎回,
2023-10-13,1.3473,1.3473,-1.20%,限制大额申购,开放赎回,
2023-10-12,1.3637,1.3637,-0.92%,限制大额申购,开放赎回,
2023-10-11,1.3764,1.3764,1.26%,限制大额申购,开放赎回,
2023-10-10,1.3593,1.3593,-0.97%,限制大额申购,开放赎回,
2023-10-09,1.3726,1.3726,0.21%,限制大额申购,开放赎回,
2023-09-28,1.3697,1.3697,0.64%,限制大额申购,开放赎回,
2023-09-27,1.361,1.361,0.39%,限制大额申购,开放赎回,
2023-09-26,1.3557,1.3557,0.66%,限制大额申购,开放赎回,
2023-09-25,1.3468,1.3468,-1.08%,限制大额申购,开放赎回,
2023-09-22,1.3615,1.3615,6.71%,限制大额申购,开放赎回,
2023-09-21,1.2759,1.2759,-0.44%,限制大额申购,开放赎回,
2023-09-20,1.2815,1.2815,-0.58%,限制大额申购,开放赎回,
2023-09-19,1.289,1.289,0.41%,限制大额申购,开放赎回,
2023-09-18,1.2837,1.2837,-0.32%,限制大额申购,开放赎回,
2023-09-15,1.2878,1.2878,-1.05%,限制大额申购,开放赎回,
2023-09-14,1.3014,1.3014,-1.62%,限制大额申购,开放赎回,
2023-09-13,1.3228,1.3228,-2.69%,限制大额申购,开放赎回,
2023-09-12,1.3594,1.3594,0.53%,限制大额申购,开放赎回,
2023-09-11,1.3522,1.3522,2.25%,限制大额申购,开放赎回,
2023-09-08,1.3224,1.3224,-0.38%,限制大额申购,开放赎回,
2023-09-07,1.3274,1.3274,-2.68%,限制大额申购,开放赎回,
2023-09-06,1.364,1.364,0.26%,限制大额申购,开放赎回,
2023-09-05,1.3604,1.3604,-1.97%,限制大额申购,开放赎回,
2023-09-04,1.3878,1.3878,1.24%,限制大额申购,开放赎回,
2023-09-01,1.3708,1.3708,-1.67%,限制大额申购,开放赎回,
2023-08-31,1.3941,1.3941,0.16%,限制大额申购,开放赎回,
2023-08-30,1.3919,1.3919,1.18%,限制大额申购,开放赎回,
2023-08-29,1.3757,1.3757,3.75%,限制大额申购,开放赎回,
2023-08-28,1.326,1.326,1.13%,限制大额申购,开放赎回,
2023-08-25,1.3112,1.3112,-4.38%,限制大额申购,开放赎回,
2023-08-24,1.3712,1.3712,1.09%,限制大额申购,开放赎回,
2023-08-23,1.3564,1.3564,-3.19%,限制大额申购,开放赎回,
2023-08-22,1.4011,1.4011,3.77%,限制大额申购,开放赎回,
2023-08-21,1.3502,1.3502,-0.65%,限制大额申购,开放赎回,
2023-08-18,1.3591,1.3591,-2.93%,限制大额申购,开放赎回,
2023-08-17,1.4001,1.4001,-0.01%,限制大额申购,开放赎回,
2023-08-16,1.4003,1.4003,-2.52%,限制大额申购,开放赎回,
2023-08-15,1.4365,1.4365,-1.32%,限制大额申购,开放赎回,
2023-08-14,1.4557,1.4557,-0.06%,限制大额申购,开放赎回,
2023-08-11,1.4566,1.4566,-1.87%,限制大额申购,开放赎回,
2023-08-10,1.4844,1.4844,-0.42%,限制大额申购,开放赎回,
2023-08-09,1.4907,1.4907,-2.78%,限制大额申购,开放赎回,
2023-08-08,1.5334,1.5334,-1.26%,限制大额申购,开放赎回,
2023-08-07,1.5529,1.5529,0.69%,限制大额申购,开放赎回,
2023-08-04,1.5423,1.5423,1.43%,限制大额申购,开放赎回,
2023-08-03,1.5205,1.5205,-0.19%,限制大额申购,开放赎回,
2023-08-02,1.5234,1.5234,0.12%,限制大额申购,开放赎回,
2023-08-01,1.5216,1.5216,1.50%,限制大额申购,开放赎回,
2023-07-31,1.4991,1.4991,-0.09%,限制大额申购,开放赎回,
2023-07-28,1.5004,1.5004,0.27%,限制大额申购,开放赎回,
2023-07-27,1.4963,1.4963,-0.67%,限制大额申购,开放赎回,
2023-07-26,1.5064,1.5064,-1.66%,限制大额申购,开放赎回,
