净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2023-07-25,1.5318,1.5318,1.53%,限制大额申购,开放赎回,
2023-07-24,1.5087,1.5087,0.03%,限制大额申购,开放赎回,
2023-07-21,1.5083,1.5083,-0.81%,限制大额申购,开放赎回,
2023-07-20,1.5206,1.5206,-4.33%,限制大额申购,开放赎回,
2023-07-19,1.5894,1.5894,-0.34%,限制大额申购,开放赎回,
2023-07-18,1.5949,1.5949,-0.73%,限制大额申购,开放赎回,
2023-07-17,1.6067,1.6067,-0.29%,限制大额申购,开放赎回,
2023-07-14,1.6113,1.6113,-0.08%,限制大额申购,开放赎回,
2023-07-13,1.6126,1.6126,3.05%,限制大额申购,开放赎回,
2023-07-12,1.5648,1.5648,-3.63%,限制大额申购,开放赎回,
2023-07-11,1.6237,1.6237,3.23%,限制大额申购,开放赎回,
2023-07-10,1.5729,1.5729,0.19%,限制大额申购,开放赎回,
2023-07-07,1.5699,1.5699,-1.30%,限制大额申购,开放赎回,
2023-07-06,1.5905,1.5905,0.62%,限制大额申购,开放赎回,
2023-07-05,1.5807,1.5807,-2.25%,限制大额申购,开放赎回,
2023-07-04,1.6171,1.6171,3.18%,限制大额申购,开放赎回,
2023-07-03,1.5672,1.5672,-0.71%,限制大额申购,开放赎回,
2023-06-30,1.5784,1.5784,1.81%,限制大额申购,开放赎回,
2023-06-29,1.5504,1.5504,1.91%,限制大额申购,开放赎回,
2023-06-28,1.5213,1.5213,-2.92%,限制大额申购,开放赎回,
2023-06-27,1.5671,1.5671,0.15%,限制大额申购,开放赎回,
2023-06-26,1.5647,1.5647,-3.62%,限制大额申购,开放赎回,
2023-06-21,1.6234,1.6234,-4.91%,限制大额申购,开放赎回,
2023-06-20,1.7073,1.7073,1.85%,限制大额申购,开放赎回,
2023-06-19,1.6763,1.6763,5.73%,限制大额申购,开放赎回,
2023-06-16,1.5855,1.5855,5.01%,限制大额申购,开放赎回,
2023-06-15,1.5098,1.5098,-1.63%,限制大额申购,开放赎回,
2023-06-14,1.5348,1.5348,3.35%,限制大额申购,开放赎回,
2023-06-13,1.4851,1.4851,3.06%,限制大额申购,开放赎回,
2023-06-12,1.441,1.441,1.82%,限制大额申购,开放赎回,
2023-06-09,1.4152,1.4152,4.54%,限制大额申购,开放赎回,
2023-06-08,1.3537,1.3537,-1.68%,限制大额申购,开放赎回,
2023-06-07,1.3769,1.3769,0.38%,限制大额申购,开放赎回,
2023-06-06,1.3717,1.3717,-3.07%,限制大额申购,开放赎回,
2023-06-05,1.4151,1.4151,0.67%,限制大额申购,开放赎回,
2023-06-02,1.4057,1.4057,-1.58%,限制大额申购,开放赎回,
2023-06-01,1.4283,1.4283,-0.42%,限制大额申购,开放赎回,
2023-05-31,1.4343,1.4343,1.80%,限制大额申购,开放赎回,
2023-05-30,1.4089,1.4089,3.53%,限制大额申购,开放赎回,
2023-05-29,1.3609,1.3609,0.79%,限制大额申购,开放赎回,
2023-05-26,1.3503,1.3503,2.16%,限制大额申购,开放赎回,
2023-05-25,1.3218,1.3218,3.36%,限制大额申购,开放赎回,
2023-05-24,1.2788,1.2788,0.47%,限制大额申购,开放赎回,
2023-05-23,1.2728,1.2728,-1.87%,限制大额申购,开放赎回,
2023-05-22,1.2971,1.2971,-2.85%,限制大额申购,开放赎回,
2023-05-19,1.3352,1.3352,-0.38%,限制大额申购,开放赎回,
2023-05-18,1.3403,1.3403,6.38%,限制大额申购,开放赎回,
2023-05-17,1.2599,1.2599,1.38%,限制大额申购,开放赎回,
2023-05-16,1.2427,1.2427,-1.69%,限制大额申购,开放赎回,
2023-05-15,1.264,1.264,0.60%,限制大额申购,开放赎回,
2023-05-12,1.2564,1.2564,0.06%,开放申购,开放赎回,
2023-05-11,1.2557,1.2557,-1.31%,开放申购,开放赎回,
2023-05-10,1.2724,1.2724,-3.78%,开放申购,开放赎回,
2023-05-09,1.3224,1.3224,0.99%,开放申购,开放赎回,
2023-05-08,1.3095,1.3095,1.32%,开放申购,开放赎回,
2023-05-05,1.2924,1.2924,-3.33%,开放申购,开放赎回,
2023-05-04,1.3369,1.3369,-2.85%,开放申购,开放赎回,
2023-04-28,1.3761,1.3761,5.60%,开放申购,开放赎回,
2023-04-27,1.3031,1.3031,-3.63%,开放申购,开放赎回,
2023-04-26,1.3522,1.3522,-3.89%,开放申购,开放赎回,
2023-04-25,1.4069,1.4069,0.24%,开放申购,开放赎回,
2023-04-24,1.4036,1.4036,-0.38%,开放申购,开放赎回,
2023-04-21,1.409,1.409,-6.44%,开放申购,开放赎回,
2023-04-20,1.506,1.506,6.33%,开放申购,开放赎回,
2023-04-19,1.4164,1.4164,1.24%,开放申购,开放赎回,
2023-04-18,1.3991,1.3991,3.25%,开放申购,开放赎回,
2023-04-17,1.355,1.355,-0.29%,开放申购,开放赎回,
2023-04-14,1.359,1.359,3.20%,开放申购,开放赎回,
2023-04-13,1.3169,1.3169,-5.45%,开放申购,开放赎回,
2023-04-12,1.3928,1.3928,1.44%,开放申购,开放赎回,
2023-04-11,1.373,1.373,0.39%,开放申购,开放赎回,
2023-04-10,1.3676,1.3676,-3.75%,开放申购,开放赎回,
2023-04-07,1.4209,1.4209,1.41%,开放申购,开放赎回,
2023-04-06,1.4011,1.4011,1.29%,开放申购,开放赎回,
2023-04-04,1.3833,1.3833,0.33%,开放申购,开放赎回,
2023-04-03,1.3788,1.3788,7.58%,开放申购,开放赎回,
2023-03-31,1.2816,1.2816,3.08%,开放申购,开放赎回,
2023-03-30,1.2433,1.2433,0.14%,开放申购,开放赎回,
2023-03-29,1.2415,1.2415,3.31%,开放申购,开放赎回,
2023-03-28,1.2017,1.2017,-3.04%,开放申购,开放赎回,
2023-03-27,1.2394,1.2394,-0.07%,开放申购,开放赎回,
2023-03-24,1.2403,1.2403,1.65%,开放申购,开放赎回,
2023-03-23,1.2202,1.2202,5.11%,开放申购,开放赎回,
2023-03-22,1.1609,1.1609,4.43%,开放申购,开放赎回,
2023-03-21,1.1117,1.1117,0.36%,开放申购,开放赎回,
2023-03-20,1.1077,1.1077,0.92%,开放申购,开放赎回,
2023-03-17,1.0976,1.0976,4.27%,开放申购,开放赎回,
2023-03-16,1.0527,1.0527,-1.20%,开放申购,开放赎回,
2023-03-15,1.0655,1.0655,-0.58%,开放申购,开放赎回,
2023-03-14,1.0717,1.0717,1.25%,开放申购,开放赎回,
2023-03-13,1.0585,1.0585,2.71%,开放申购,开放赎回,
2023-03-10,1.0306,1.0306,-1.63%,开放申购,开放赎回,
2023-03-09,1.0477,1.0477,0.57%,开放申购,开放赎回,
2023-03-08,1.0418,1.0418,2.44%,开放申购,开放赎回,
2023-03-07,1.017,1.017,-3.69%,开放申购,开放赎回,
2023-03-06,1.056,1.056,-0.92%,开放申购,开放赎回,
2023-03-03,1.0658,1.0658,-0.04%,开放申购,开放赎回,
2023-03-02,1.0662,1.0662,-0.22%,开放申购,开放赎回,
2023-03-01,1.0686,1.0686,1.89%,开放申购,开放赎回,
2023-02-28,1.0488,1.0488,1.32%,开放申购,开放赎回,
2023-02-27,1.0351,1.0351,-1.56%,开放申购,开放赎回,
2023-02-24,1.0515,1.0515,0.47%,开放申购,开放赎回,
2023-02-23,1.0466,1.0466,-1.21%,开放申购,开放赎回,
2023-02-22,1.0594,1.0594,0.50%,开放申购,开放赎回,
2023-02-21,1.0541,1.0541,-0.89%,开放申购,开放赎回,
2023-02-20,1.0636,1.0636,2.09%,开放申购,开放赎回,
2023-02-17,1.0418,1.0418,-4.02%,开放申购,开放赎回,
2023-02-16,1.0854,1.0854,-2.56%,开放申购,开放赎回,
2023-02-15,1.1139,1.1139,1.55%,开放申购,开放赎回,
2023-02-14,1.0969,1.0969,-0.88%,开放申购,开放赎回,
2023-02-13,1.1066,1.1066,0.77%,开放申购,开放赎回,
2023-02-10,1.0981,1.0981,-1.24%,开放申购,开放赎回,
2023-02-09,1.1119,1.1119,3.23%,开放申购,开放赎回,
2023-02-08,1.0771,1.0771,-0.52%,开放申购,开放赎回,
2023-02-07,1.0827,1.0827,-0.93%,开放申购,开放赎回,
2023-02-06,1.0929,1.0929,-1.30%,开放申购,开放赎回,
2023-02-03,1.1073,1.1073,0.65%,开放申购,开放赎回,
2023-02-02,1.1001,1.1001,0.84%,开放申购,开放赎回,
2023-02-01,1.0909,1.0909,1.78%,开放申购,开放赎回,
2023-01-31,1.0718,1.0718,-2.72%,开放申购,开放赎回,
2023-01-30,1.1018,1.1018,1.32%,开放申购,开放赎回,
2023-01-20,1.0874,1.0874,0.98%,开放申购,开放赎回,
2023-01-19,1.0769,1.0769,2.76%,开放申购,开放赎回,
2023-01-18,1.048,1.048,0.24%,开放申购,开放赎回,
2023-01-17,1.0455,1.0455,1.36%,开放申购,开放赎回,
2023-01-16,1.0315,1.0315,3.75%,开放申购,开放赎回,
2023-01-13,0.9942,0.9942,-0.02%,开放申购,开放赎回,
2023-01-12,0.9944,0.9944,0.51%,开放申购,开放赎回,
2023-01-11,0.9894,0.9894,-1.70%,开放申购,开放赎回,
2023-01-10,1.0065,1.0065,1.29%,开放申购,开放赎回,
2023-01-09,0.9937,0.9937,0.38%,开放申购,开放赎回,
2023-01-06,0.9899,0.9899,0.91%,开放申购,开放赎回,
2023-01-05,0.981,0.981,2.12%,开放申购,开放赎回,
2023-01-04,0.9606,0.9606,-1.26%,开放申购,开放赎回,
2023-01-03,0.9729,0.9729,2.57%,开放申购,开放赎回,
2022-12-31,0.9485,0.9485,0.00%,开放申购,开放赎回,
2022-12-30,0.9485,0.9485,-0.92%,开放申购,开放赎回,
2022-12-29,0.9573,0.9573,0.19%,开放申购,开放赎回,
2022-12-28,0.9555,0.9555,-2.07%,开放申购,开放赎回,
2022-12-27,0.9757,0.9757,0.73%,开放申购,开放赎回,
2022-12-26,0.9686,0.9686,3.53%,开放申购,开放赎回,
2022-12-23,0.9356,0.9356,-2.19%,开放申购,开放赎回,
2022-12-22,0.9565,0.9565,-1.26%,开放申购,开放赎回,
2022-12-21,0.9687,0.9687,-1.36%,开放申购,开放赎回,
2022-12-20,0.9821,0.9821,-0.42%,开放申购,开放赎回,
2022-12-19,0.9862,0.9862,-2.41%,开放申购,开放赎回,
2022-12-16,1.0106,1.0106,-2.49%,开放申购,开放赎回,
2022-12-15,1.0364,1.0364,2.12%,开放申购,开放赎回,
2022-12-14,1.0149,1.0149,0.20%,开放申购,开放赎回,
2022-12-13,1.0129,1.0129,-2.06%,开放申购,开放赎回,
2022-12-12,1.0342,1.0342,2.41%,开放申购,开放赎回,
2022-12-09,1.0099,1.0099,0.09%,开放申购,开放赎回,
2022-12-08,1.009,1.009,-1.29%,开放申购,开放赎回,
2022-12-07,1.0222,1.0222,-1.43%,开放申购,开放赎回,
2022-12-06,1.037,1.037,1.37%,开放申购,开放赎回,
2022-12-05,1.023,1.023,0.37%,开放申购,开放赎回,
2022-12-02,1.0192,1.0192,-1.61%,开放申购,开放赎回,
2022-12-01,1.0359,1.0359,2.30%,开放申购,开放赎回,
2022-11-30,1.0126,1.0126,-0.10%,开放申购,开放赎回,
2022-11-29,1.0136,1.0136,1.68%,开放申购,开放赎回,
2022-11-28,0.9969,0.9969,-1.02%,开放申购,开放赎回,
2022-11-25,1.0072,1.0072,-0.76%,开放申购,开放赎回,
2022-11-24,1.0149,1.0149,-1.75%,开放申购,开放赎回,
2022-11-23,1.033,1.033,-0.58%,开放申购,开放赎回,
2022-11-22,1.039,1.039,-1.28%,开放申购,开放赎回,
2022-11-21,1.0525,1.0525,-1.03%,开放申购,开放赎回,
2022-11-18,1.0634,1.0634,-2.57%,开放申购,开放赎回,
2022-11-17,1.0915,1.0915,2.77%,开放申购,开放赎回,
2022-11-16,1.0621,1.0621,-0.93%,开放申购,开放赎回,
2022-11-15,1.0721,1.0721,4.39%,开放申购,开放赎回,
2022-11-14,1.027,1.027,-0.94%,开放申购,开放赎回,
2022-11-11,1.0367,1.0367,1.17%,开放申购,开放赎回,
2022-11-10,1.0247,1.0247,-2.56%,开放申购,开放赎回,
2022-11-09,1.0516,1.0516,-0.99%,开放申购,开放赎回,
2022-11-08,1.0621,1.0621,0.02%,开放申购,开放赎回,
2022-11-07,1.0619,1.0619,-0.14%,开放申购,开放赎回,
2022-11-04,1.0634,1.0634,4.43%,开放申购,开放赎回,
2022-11-03,1.0183,1.0183,-0.75%,开放申购,开放赎回,
2022-11-02,1.026,1.026,2.85%,开放申购,开放赎回,
2022-11-01,0.9976,0.9976,3.71%,开放申购,开放赎回,
2022-10-31,0.9619,0.9619,2.09%,开放申购,开放赎回,
2022-10-28,0.9422,0.9422,-3.73%,开放申购,开放赎回,
2022-10-27,0.9787,0.9787,0.04%,开放申购,开放赎回,
2022-10-26,0.9783,0.9783,-0.21%,开放申购,开放赎回,
2022-10-25,0.9804,0.9804,0.47%,开放申购,开放赎回,
2022-10-24,0.9758,0.9758,-0.60%,开放申购,开放赎回,
2022-10-21,0.9817,0.9817,-1.81%,开放申购,开放赎回,
2022-10-20,0.9998,0.9998,-1.20%,开放申购,开放赎回,
2022-10-19,1.0119,1.0119,-0.60%,开放申购,开放赎回,
2022-10-18,1.018,1.018,-0.31%,开放申购,开放赎回,
2022-10-17,1.0212,1.0212,-0.63%,开放申购,开放赎回,
2022-10-14,1.0277,1.0277,2.69%,开放申购,开放赎回,
2022-10-13,1.0008,1.0008,-0.56%,开放申购,开放赎回,
2022-10-12,1.0064,1.0064,2.76%,开放申购,开放赎回,
2022-10-11,0.9794,0.9794,1.47%,开放申购,开放赎回,
2022-10-10,0.9652,0.9652,-4.92%,开放申购,开放赎回,
2022-09-30,1.0151,1.0151,-3.45%,开放申购,开放赎回,
2022-09-29,1.0514,1.0514,0.98%,开放申购,开放赎回,
2022-09-28,1.0412,1.0412,-3.74%,开放申购,开放赎回,
2022-09-27,1.0817,1.0817,-0.16%,开放申购,开放赎回,
2022-09-26,1.0834,1.0834,0.82%,开放申购,开放赎回,
2022-09-23,1.0746,1.0746,-2.33%,开放申购,开放赎回,
2022-09-22,1.1002,1.1002,-0.82%,开放申购,开放赎回,
2022-09-21,1.1093,1.1093,-0.64%,开放申购,开放赎回,
2022-09-20,1.1164,1.1164,2.52%,开放申购,开放赎回,
2022-09-19,1.089,1.089,0.61%,开放申购,开放赎回,
2022-09-16,1.0824,1.0824,-2.28%,开放申购,开放赎回,
2022-09-15,1.1076,1.1076,-4.30%,开放申购,开放赎回,
2022-09-14,1.1574,1.1574,-1.16%,开放申购,开放赎回,
2022-09-13,1.171,1.171,0.28%,开放申购,开放赎回,
2022-09-09,1.1677,1.1677,0.73%,开放申购,开放赎回,
2022-09-08,1.1592,1.1592,-1.37%,开放申购,开放赎回,
2022-09-07,1.1753,1.1753,1.46%,开放申购,开放赎回,
2022-09-06,1.1584,1.1584,2.21%,开放申购,开放赎回,
2022-09-05,1.1334,1.1334,-0.47%,开放申购,开放赎回,
2022-09-02,1.1388,1.1388,-0.09%,开放申购,开放赎回,
2022-09-01,1.1398,1.1398,-2.28%,开放申购,开放赎回,
2022-08-31,1.1664,1.1664,-2.27%,开放申购,开放赎回,
2022-08-30,1.1935,1.1935,-0.25%,开放申购,开放赎回,
2022-08-29,1.1965,1.1965,-0.33%,开放申购,开放赎回,
2022-08-26,1.2005,1.2005,1.14%,开放申购,开放赎回,
2022-08-25,1.187,1.187,-2.39%,开放申购,开放赎回,
2022-08-24,1.2161,1.2161,-3.65%,开放申购,开放赎回,
2022-08-23,1.2622,1.2622,-0.69%,开放申购,开放赎回,
2022-08-22,1.271,1.271,3.48%,开放申购,开放赎回,
2022-08-19,1.2282,1.2282,-3.32%,开放申购,开放赎回,
2022-08-18,1.2704,1.2704,0.10%,开放申购,开放赎回,
2022-08-17,1.2691,1.2691,-0.14%,开放申购,开放赎回,
2022-08-16,1.2709,1.2709,-0.02%,开放申购,开放赎回,
2022-08-15,1.2712,1.2712,0.14%,开放申购,开放赎回,
2022-08-12,1.2694,1.2694,-1.74%,开放申购,开放赎回,
2022-08-11,1.2919,1.2919,1.37%,开放申购,开放赎回,
2022-08-10,1.2745,1.2745,-2.70%,开放申购,开放赎回,
2022-08-09,1.3099,1.3099,0.53%,开放申购,开放赎回,
2022-08-08,1.303,1.303,0.98%,开放申购,开放赎回,
2022-08-05,1.2903,1.2903,3.39%,开放申购,开放赎回,
2022-08-04,1.248,1.248,1.52%,开放申购,开放赎回,
2022-08-03,1.2293,1.2293,-0.21%,开放申购,开放赎回,
2022-08-02,1.2319,1.2319,-2.26%,开放申购,开放赎回,
2022-08-01,1.2604,1.2604,1.62%,开放申购,开放赎回,
2022-07-29,1.2403,1.2403,-0.77%,开放申购,开放赎回,
2022-07-28,1.2499,1.2499,-0.30%,开放申购,开放赎回,
2022-07-27,1.2537,1.2537,-0.43%,开放申购,开放赎回,
2022-07-26,1.2591,1.2591,1.68%,开放申购,开放赎回,
2022-07-25,1.2383,1.2383,-1.68%,开放申购,开放赎回,
2022-07-22,1.2595,1.2595,-0.40%,开放申购,开放赎回,
2022-07-21,1.2645,1.2645,-0.56%,开放申购,开放赎回,
2022-07-20,1.2716,1.2716,0.08%,开放申购,开放赎回,
2022-07-19,1.2706,1.2706,-0.03%,开放申购,开放赎回,
2022-07-18,1.271,1.271,1.09%,开放申购,开放赎回,
2022-07-15,1.2573,1.2573,0.42%,开放申购,开放赎回,
2022-07-14,1.252,1.252,0.57%,开放申购,开放赎回,
2022-07-13,1.2449,1.2449,-0.05%,开放申购,开放赎回,
2022-07-12,1.2455,1.2455,-2.38%,开放申购,开放赎回,
2022-07-11,1.2759,1.2759,-3.29%,开放申购,开放赎回,
2022-07-08,1.3193,1.3193,-0.98%,开放申购,开放赎回,
2022-07-07,1.3323,1.3323,1.42%,开放申购,开放赎回,
2022-07-06,1.3136,1.3136,0.70%,开放申购,开放赎回,
2022-07-05,1.3045,1.3045,-0.76%,开放申购,开放赎回,
2022-07-04,1.3145,1.3145,0.13%,开放申购,开放赎回,
2022-07-01,1.3128,1.3128,0.88%,开放申购,开放赎回,
2022-06-30,1.3013,1.3013,1.89%,开放申购,开放赎回,
2022-06-29,1.2772,1.2772,-1.96%,开放申购,开放赎回,
2022-06-28,1.3027,1.3027,2.24%,开放申购,开放赎回,
2022-06-27,1.2741,1.2741,1.65%,开放申购,开放赎回,
2022-06-24,1.2534,1.2534,1.61%,开放申购,开放赎回,
2022-06-23,1.2336,1.2336,2.96%,开放申购,开放赎回,
2022-06-22,1.1981,1.1981,-1.60%,开放申购,开放赎回,
2022-06-21,1.2176,1.2176,-2.05%,开放申购,开放赎回,
2022-06-20,1.2431,1.2431,1.88%,开放申购,开放赎回,
2022-06-17,1.2202,1.2202,1.68%,开放申购,开放赎回,
2022-06-16,1.2,1.2,0.20%,开放申购,开放赎回,
2022-06-15,1.1976,1.1976,-0.34%,开放申购,开放赎回,
2022-06-14,1.2017,1.2017,-0.32%,开放申购,开放赎回,
2022-06-13,1.2056,1.2056,1.24%,开放申购,开放赎回,
2022-06-10,1.1908,1.1908,2.46%,开放申购,开放赎回,
2022-06-09,1.1622,1.1622,-2.97%,开放申购,开放赎回,
2022-06-08,1.1978,1.1978,0.74%,开放申购,开放赎回,
2022-06-07,1.189,1.189,-1.39%,开放申购,开放赎回,
2022-06-06,1.2058,1.2058,5.37%,开放申购,开放赎回,
2022-06-02,1.1443,1.1443,2.05%,开放申购,开放赎回,
2022-06-01,1.1213,1.1213,0.07%,开放申购,开放赎回,
2022-05-31,1.1205,1.1205,1.28%,开放申购,开放赎回,
2022-05-30,1.1063,1.1063,2.45%,开放申购,开放赎回,
2022-05-27,1.0798,1.0798,-0.40%,开放申购,开放赎回,
2022-05-26,1.0841,1.0841,-0.30%,开放申购,开放赎回,
2022-05-25,1.0874,1.0874,-0.46%,开放申购,开放赎回,
2022-05-24,1.0924,1.0924,-3.66%,开放申购,开放赎回,
2022-05-23,1.1339,1.1339,1.90%,开放申购,开放赎回,
2022-05-20,1.1128,1.1128,0.42%,开放申购,开放赎回,
2022-05-19,1.1081,1.1081,2.00%,开放申购,开放赎回,
2022-05-18,1.0864,1.0864,0.30%,开放申购,开放赎回,
2022-05-17,1.0832,1.0832,4.31%,开放申购,开放赎回,
2022-05-16,1.0384,1.0384,-1.12%,开放申购,开放赎回,
2022-05-13,1.0502,1.0502,0.89%,开放申购,开放赎回,
2022-05-12,1.0409,1.0409,-0.84%,开放申购,开放赎回,
2022-05-11,1.0497,1.0497,4.42%,开放申购,开放赎回,
2022-05-10,1.0053,1.0053,3.79%,开放申购,开放赎回,
2022-05-09,0.9686,0.9686,-1.41%,开放申购,开放赎回,
2022-05-06,0.9825,0.9825,-2.37%,开放申购,开放赎回,
2022-05-05,1.0063,1.0063,-0.46%,开放申购,开放赎回,
2022-04-29,1.0109,1.0109,4.71%,开放申购,开放赎回,
2022-04-28,0.9654,0.9654,0.96%,开放申购,开放赎回,
2022-04-27,0.9562,0.9562,8.20%,开放申购,开放赎回,
2022-04-26,0.8837,0.8837,-2.49%,开放申购,开放赎回,
2022-04-25,0.9063,0.9063,-6.67%,开放申购,开放赎回,
2022-04-22,0.9711,0.9711,-1.97%,开放申购,开放赎回,
2022-04-21,0.9906,0.9906,-2.12%,开放申购,开放赎回,
2022-04-20,1.0121,1.0121,-2.37%,开放申购,开放赎回,
2022-04-19,1.0367,1.0367,-1.76%,开放申购,开放赎回,
2022-04-18,1.0553,1.0553,2.89%,开放申购,开放赎回,
2022-04-15,1.0257,1.0257,-0.05%,开放申购,开放赎回,
2022-04-14,1.0262,1.0262,0.77%,开放申购,开放赎回,
2022-04-13,1.0184,1.0184,-1.33%,开放申购,开放赎回,
2022-04-12,1.0321,1.0321,0.99%,开放申购,开放赎回,
2022-04-11,1.022,1.022,-6.23%,开放申购,开放赎回,
2022-04-08,1.0899,1.0899,-1.30%,开放申购,开放赎回,
2022-04-07,1.1042,1.1042,-1.08%,开放申购,开放赎回,
2022-04-06,1.1163,1.1163,-3.09%,开放申购,开放赎回,
2022-04-01,1.1519,1.1519,0.69%,开放申购,开放赎回,
2022-03-31,1.144,1.144,-3.03%,开放申购,开放赎回,
2022-03-30,1.1798,1.1798,3.45%,开放申购,开放赎回,
2022-03-29,1.1405,1.1405,-0.43%,开放申购,开放赎回,
2022-03-28,1.1454,1.1454,-2.49%,开放申购,开放赎回,
2022-03-25,1.1746,1.1746,-1.91%,开放申购,开放赎回,
2022-03-24,1.1975,1.1975,-1.11%,开放申购,开放赎回,
2022-03-23,1.2109,1.2109,-0.59%,开放申购,开放赎回,
2022-03-22,1.2181,1.2181,-0.33%,开放申购,开放赎回,
2022-03-21,1.2221,1.2221,0.61%,开放申购,开放赎回,
2022-03-18,1.2147,1.2147,-1.09%,开放申购,开放赎回,
2022-03-17,1.2281,1.2281,1.65%,开放申购,开放赎回,
2022-03-16,1.2082,1.2082,5.66%,开放申购,开放赎回,
2022-03-15,1.1435,1.1435,-1.60%,开放申购,开放赎回,
2022-03-14,1.1621,1.1621,-2.45%,开放申购,开放赎回,
2022-03-11,1.1913,1.1913,-0.72%,开放申购,开放赎回,
2022-03-10,1.1999,1.1999,2.65%,开放申购,开放赎回,
2022-03-09,1.1689,1.1689,1.32%,开放申购,开放赎回,
2022-03-08,1.1537,1.1537,-1.74%,开放申购,开放赎回,
2022-03-07,1.1741,1.1741,-4.23%,开放申购,开放赎回,
2022-03-04,1.226,1.226,-1.26%,开放申购,开放赎回,
2022-03-03,1.2416,1.2416,-2.66%,开放申购,开放赎回,
2022-03-02,1.2755,1.2755,-2.01%,开放申购,开放赎回,
2022-03-01,1.3017,1.3017,-1.29%,开放申购,开放赎回,
2022-02-28,1.3187,1.3187,0.53%,开放申购,开放赎回,
2022-02-25,1.3118,1.3118,1.34%,开放申购,开放赎回,
2022-02-24,1.2945,1.2945,-1.50%,开放申购,开放赎回,
2022-02-23,1.3142,1.3142,4.14%,开放申购,开放赎回,
2022-02-22,1.2619,1.2619,0.72%,开放申购,开放赎回,
2022-02-21,1.2529,1.2529,-0.39%,开放申购,开放赎回,
2022-02-18,1.2578,1.2578,-1.38%,开放申购,开放赎回,
2022-02-17,1.2754,1.2754,3.74%,开放申购,开放赎回,
2022-02-16,1.2294,1.2294,-0.21%,开放申购,开放赎回,
2022-02-15,1.232,1.232,3.84%,开放申购,开放赎回,
2022-02-14,1.1864,1.1864,0.96%,开放申购,开放赎回,
2022-02-11,1.1751,1.1751,-1.34%,开放申购,开放赎回,
2022-02-10,1.1911,1.1911,-1.68%,开放申购,开放赎回,
2022-02-09,1.2115,1.2115,1.02%,开放申购,开放赎回,
2022-02-08,1.1993,1.1993,-4.14%,开放申购,开放赎回,
2022-02-07,1.2511,1.2511,-0.55%,开放申购,开放赎回,
2022-01-28,1.258,1.258,-1.38%,开放申购,开放赎回,
2022-01-27,1.2756,1.2756,-2.30%,开放申购,开放赎回,
2022-01-26,1.3056,1.3056,1.04%,开放申购,开放赎回,
2022-01-25,1.2921,1.2921,-2.48%,开放申购,开放赎回,
2022-01-24,1.3249,1.3249,3.07%,开放申购,开放赎回,
2022-01-21,1.2854,1.2854,-1.27%,开放申购,开放赎回,
2022-01-20,1.3019,1.3019,-0.82%,开放申购,开放赎回,
2022-01-19,1.3127,1.3127,-2.71%,开放申购,开放赎回,
2022-01-18,1.3493,1.3493,-0.02%,开放申购,开放赎回,
2022-01-17,1.3496,1.3496,2.21%,开放申购,开放赎回,
2022-01-14,1.3204,1.3204,2.44%,开放申购,开放赎回,
2022-01-13,1.2889,1.2889,-2.24%,开放申购,开放赎回,
2022-01-12,1.3184,1.3184,2.74%,开放申购,开放赎回,
2022-01-11,1.2833,1.2833,-1.81%,开放申购,开放赎回,
2022-01-10,1.3069,1.3069,0.25%,开放申购,开放赎回,
2022-01-07,1.3037,1.3037,-2.58%,开放申购,开放赎回,
2022-01-06,1.3382,1.3382,-0.11%,开放申购,开放赎回,
2022-01-05,1.3397,1.3397,-4.37%,开放申购,开放赎回,
2022-01-04,1.4009,1.4009,-1.35%,开放申购,开放赎回,
2021-12-31,1.4201,1.4201,0.20%,开放申购,开放赎回,
2021-12-30,1.4173,1.4173,1.34%,开放申购,开放赎回,
2021-12-29,1.3985,1.3985,-0.90%,开放申购,开放赎回,
2021-12-28,1.4112,1.4112,1.01%,开放申购,开放赎回,
2021-12-27,1.3971,1.3971,-1.43%,开放申购,开放赎回,
2021-12-24,1.4174,1.4174,-0.94%,开放申购,开放赎回,
2021-12-23,1.4308,1.4308,0.95%,开放申购,开放赎回,
2021-12-22,1.4173,1.4173,3.05%,开放申购,开放赎回,
2021-12-21,1.3754,1.3754,1.82%,开放申购,开放赎回,
2021-12-20,1.3508,1.3508,-3.43%,开放申购,开放赎回,
2021-12-17,1.3988,1.3988,-2.30%,开放申购,开放赎回,
2021-12-16,1.4317,1.4317,0.60%,开放申购,开放赎回,
2021-12-15,1.4232,1.4232,-1.17%,开放申购,开放赎回,
2021-12-14,1.44,1.44,-0.21%,开放申购,开放赎回,
2021-12-13,1.443,1.443,0.57%,开放申购,开放赎回,
2021-12-10,1.4348,1.4348,0.04%,开放申购,开放赎回,
2021-12-09,1.4342,1.4342,-0.49%,开放申购,开放赎回,
2021-12-08,1.4412,1.4412,3.13%,开放申购,开放赎回,
2021-12-07,1.3974,1.3974,-2.65%,开放申购,开放赎回,
2021-12-06,1.4354,1.4354,-1.63%,开放申购,开放赎回,
2021-12-03,1.4592,1.4592,0.66%,开放申购,开放赎回,
2021-12-02,1.4496,1.4496,0.88%,开放申购,开放赎回,
2021-12-01,1.437,1.437,-0.74%,开放申购,开放赎回,
2021-11-30,1.4477,1.4477,-0.89%,开放申购,开放赎回,
2021-11-29,1.4607,1.4607,1.95%,开放申购,开放赎回,
